ability_id,version_group_id,language_id,flavor_text
67,9,9,"Powers up Water-type
moves in a pinch."
67,10,9,"Powers up Water-type
moves in a pinch."
67,11,5,"Booste les capacités
Eau en cas de besoin."
67,11,9,"Powers up Water-type
moves in a pinch."
67,14,9,"Powers up Water-type
moves in a pinch."
68,5,9,Ups BUG moves in a pinch.
68,6,9,Ups BUG moves in a pinch.
68,7,9,Ups BUG moves in a pinch.
68,8,9,"Powers up Bug-type
moves in a pinch."
68,9,9,"Powers up Bug-type
moves in a pinch."
68,10,9,"Powers up Bug-type
moves in a pinch."
68,11,5,"Booste les capacités
Insecte en cas de besoin."
68,11,9,"Powers up Bug-type
moves in a pinch."
68,14,9,"Powers up Bug-type
moves in a pinch."
69,5,9,Prevents recoil damage.
69,6,9,Prevents recoil damage.
69,7,9,Prevents recoil damage.
69,8,9,"Protects the Pokémon
from recoil damage."
69,9,9,"Protects the Pokémon
from recoil damage."
69,10,9,"Protects the Pokémon
from recoil damage."
69,11,5,"Protège le Pokémon des
dégâts de contrecoups."
69,11,9,"Protects the Pokémon
from recoil damage."
69,14,9,"Protects the Pokémon
from recoil damage."
70,5,9,Summons sunlight in battle.
70,6,9,Summons sunlight in battle.
70,7,9,Summons sunlight in battle.
70,8,9,"The Pokémon makes it
sunny if it is in battle."
70,9,9,"The Pokémon makes it
sunny if it is in battle."
70,10,9,"The Pokémon makes it
sunny if it is in battle."
70,11,5,"Intensifie les rayons du
soleil pendant le combat."
70,11,9,"Turns the sunlight harsh
if it is in battle."
70,14,9,"Turns the sunlight harsh
if it is in battle."
71,5,9,Prevents fleeing.
71,6,9,Prevents fleeing.
71,7,9,Prevents fleeing.
71,8,9,"Prevents the foe from
fleeing."
71,9,9,"Prevents the foe from
fleeing."
71,10,9,"Prevents the foe from
fleeing."
71,11,5,"Empêche l’ennemi de
s’enfuir."
71,11,9,"Prevents the foe from
fleeing."
71,14,9,"Prevents the foe from
fleeing."
72,5,9,Prevents sleep.
72,6,9,Prevents sleep.
72,7,9,Prevents sleep.
72,8,9,"Prevents the Pokémon
from falling asleep."
72,9,9,"Prevents the Pokémon
from falling asleep."
72,10,9,"Prevents the Pokémon
from falling asleep."
72,11,5,"Empêche le Pokémon de
s’endormir."
72,11,9,"Prevents the Pokémon
from falling asleep."
72,14,9,"Prevents the Pokémon
from falling asleep."
73,5,9,Prevents ability reduction.
73,6,9,Prevents ability reduction.
73,7,9,Prevents ability reduction.
73,8,9,"Prevents the Pokémon’s
stats from being lowered."
73,9,9,"Prevents the Pokémon’s
stats from being lowered."
73,10,9,"Prevents its stats from
being lowered."
73,11,5,"Empêche les stats
du Pokémon de baisser."
73,11,9,"Prevents other Pokémon
from lowering its stats."
73,14,9,"Prevents other Pokémon
from lowering its stats."
74,5,9,Raises ATTACK.
74,6,9,Raises ATTACK.
74,7,9,Raises ATTACK.
74,8,9,"Boosts the power of
physical attacks."
74,9,9,"Boosts the power of
physical attacks."
74,10,9,"Boosts the power of
physical attacks."
74,11,5,"Augmente l’Attaque du
Pokémon."
74,11,9,"Raises the Pokémon’s
Attack stat."
74,14,9,"Raises the Pokémon’s
Attack stat."
75,5,9,Blocks critical hits.
75,6,9,Blocks critical hits.
75,7,9,Blocks critical hits.
75,8,9,"The Pokémon is protected
against critical hits."
75,9,9,"The Pokémon is protected
against critical hits."
75,10,9,"The Pokémon is protected
against critical hits."
75,11,5,"Le Pokémon est protégé
des coups critiques."
75,11,9,"The Pokémon is protected
against critical hits."
75,14,9,"The Pokémon is protected
against critical hits."
76,5,9,Negates weather effects.
76,6,9,Negates weather effects.
76,7,9,Negates weather effects.
76,8,9,"Eliminates the effects of
weather."
76,9,9,"Eliminates the effects of
weather."
76,10,9,"Eliminates the effects of
weather."
76,11,5,"Annule les effets du
climat."
76,11,9,"Eliminates the effects of
weather."
76,14,9,"Eliminates the effects of
weather."
77,8,9,"Raises evasion if the
Pokémon is confused."
77,9,9,"Raises evasion if the
Pokémon is confused."
77,10,9,"Raises evasion if the
Pokémon is confused."
77,11,5,"Augmente l’Esquive si le
Pokémon est confus."
77,11,9,"Raises evasion if the
Pokémon is confused."
77,14,9,"Raises evasion if the
Pokémon is confused."
78,8,9,"Raises Speed if hit by an
Electric-type move."
78,9,9,"Raises Speed if hit by an
Electric-type move."
78,10,9,"Raises Speed if hit by an
Electric-type move."
78,11,5,"Augmente la Vit. si touché
par une cap. Électrik."
78,11,9,"Raises Speed if hit by an
Electric-type move."
78,14,9,"Raises Speed if hit by an
Electric-type move."
79,8,9,"Raises Attack if the foe
is of the same gender."
79,9,9,"Raises Attack if the foe
is of the same gender."
79,10,9,"Raises Attack if the foe
is of the same gender."
79,11,5,"Devient plus fort si
l’ennemi est du même sexe."
79,11,9,"Deals more damage to a
Pokémon of same gender."
79,14,9,"Deals more damage to a
Pokémon of same gender."
80,8,9,"Raises Speed each time
the Pokémon flinches."
80,9,9,"Raises Speed each time
the Pokémon flinches."
80,10,9,"Raises Speed each time
the Pokémon flinches."
80,11,5,"Augmente la Vitesse quand
le Pokémon a peur."
80,11,9,"Raises Speed each time
the Pokémon flinches."
80,14,9,"Raises Speed each time
the Pokémon flinches."
81,8,9,"Raises evasion in a
hailstorm."
81,9,9,"Raises evasion in a
hailstorm."
81,10,9,"Raises evasion in a
hailstorm."
81,11,5,"Augmente l’Esquive durant
les tempêtes de grêle."
81,11,9,"Raises evasion in a
hailstorm."
81,14,9,"Raises evasion in a
hailstorm."
82,8,9,"Encourages the early use
of a held Berry."
82,9,9,"Encourages the early use
of a held Berry."
82,10,9,"Encourages the early use
of a held Berry."
82,11,5,"Encourage l’utilisation
d’une Baie tenue."
82,11,9,"Encourages the early use
of a held Berry."
82,14,9,"Encourages the early use
of a held Berry."
83,8,9,"Raises Attack upon taking
a critical hit."
83,9,9,"Raises Attack upon taking
a critical hit."
83,10,9,"Raises Attack upon
taking a critical hit."
83,11,5,"Monte l’Attaque au max
après un coup critique."
83,11,9,"Maxes Attack after
taking a critical hit."
83,14,9,"Maxes Attack after
taking a critical hit."
84,8,9,"Raises Speed if a held
item is used."
84,9,9,"Raises Speed if a held
item is used."
84,10,9,"Raises Speed if a held
item is used."
84,11,5,"Augmente la Vit. si l’objet
tenu est utilisé ou perdu."
84,11,9,"Raises Speed if a held
item is used."
84,14,9,"Raises Speed if a held
item is used."
85,8,9,"Weakens the power of
Fire-type moves."
85,9,9,"Weakens the power of
Fire-type moves."
85,10,9,"Weakens the power of
Fire-type moves."
85,11,5,"Réduit la puissance des
capacités de type Feu."
85,11,9,"Weakens the power of
Fire-type moves."
85,14,9,"Weakens the power of
Fire-type moves."
86,8,9,"The Pokémon is prone to
wild stat changes."
86,9,9,"The Pokémon is prone to
wild stat changes."
86,10,9,"The Pokémon is prone to
wild stat changes."
86,11,5,"Le Pokémon est sujet à
des variations de stats."
86,11,9,"The Pokémon is prone to
wild stat changes."
86,14,9,"The Pokémon is prone to
wild stat changes."
87,8,9,"Reduces HP if it is hot.
Water restores HP."
87,9,9,"Reduces HP if it is hot.
Water restores HP."
87,10,9,"Reduces HP if it is hot.
Water restores HP."
87,11,5,"Perd des PV à la chaleur.
L’eau les restaure."
87,11,9,"Reduces HP if it is hot.
Water restores HP."
87,14,9,"Reduces HP if it is hot.
Water restores HP."
88,8,9,"Adjusts power according
to the foe’s ability."
88,9,9,"Adjusts power according
to the foe’s ability."
88,10,9,"Adjusts power according
to the foe’s ability."
88,11,5,"Ajuste la puissance selon
l’ennemi."
88,11,9,"Adjusts power according
to a foe’s defenses."
88,14,9,"Adjusts power according
to a foe’s defenses."
89,8,9,"Boosts the power of
punching moves."
89,9,9,"Boosts the power of
punching moves."
89,10,9,"Boosts the power of
punching moves."
89,11,5,"Augmente la puissance des
capacités coups de poing."
89,11,9,"Boosts the power of
punching moves."
89,14,9,"Boosts the power of
punching moves."
90,8,9,"Restores HP if the
Pokémon is poisoned."
90,9,9,"Restores HP if the
Pokémon is poisoned."
90,10,9,"Restores HP if the
Pokémon is poisoned."
90,11,5,"Restaure des PV si le
Pokémon est empoisonné."
90,11,9,"Restores HP if the
Pokémon is poisoned."
90,14,9,"Restores HP if the
Pokémon is poisoned."
91,8,9,"Powers up moves of the
same type."
91,9,9,"Powers up moves of the
same type."
91,10,9,"Powers up moves of the
same type."
91,11,5,"Augmente la puissance des
capacités de même type."
91,11,9,"Powers up moves of the
same type."
91,14,9,"Powers up moves of the
same type."
92,8,9,"Increases the frequency
of multi-strike moves."
92,9,9,"Increases the frequency
of multi-strike moves."
92,10,9,"Increases the frequency
of multi-strike moves."
92,11,5,"Augmente la fréquence des
attaques multiples."
92,11,9,"Increases the frequency
of multi-strike moves."
92,14,9,"Increases the frequency
of multi-strike moves."
93,8,9,"Heals status problems if
it is raining."
93,9,9,"Heals status problems if
it is raining."
93,10,9,"Heals status problems if
it is raining."
93,11,5,"Soigne les problèmes de
statut s’il pleut."
93,11,9,"Heals status problems if
it is raining."
93,14,9,"Heals status problems if
it is raining."
94,8,9,"Boosts Sp. Atk, but
lowers HP in sunshine."
94,9,9,"Boosts Sp. Atk, but
lowers HP in sunshine."
94,10,9,"Boosts Sp. Atk, but
lowers HP in sunshine."
94,11,5,"Augmente l’Atq. Spé. mais
baisse les PV au soleil."
94,11,9,"In sunshine, Sp. Atk is
boosted but HP decreases."
94,14,9,"In sunshine, Sp. Atk is
boosted but HP decreases."
95,8,9,"Boosts Speed if there is a
status problem."
95,9,9,"Boosts Speed if there is a
status problem."
95,10,9,"Boosts Speed if there is
a status problem."
95,11,5,"Augmente la Vitesse en cas
de problème de statut."
95,11,9,"Boosts Speed if there is
a status problem."
95,14,9,"Boosts Speed if there is
a status problem."
96,8,9,"All the Pokémon’s moves
become the Normal type."
96,9,9,"All the Pokémon’s moves
become the Normal type."
96,10,9,"All the Pokémon’s moves
become the Normal type."
96,11,5,"Toutes les capacités sont
de type Normal."
96,11,9,"All the Pokémon’s moves
become the Normal type."
96,14,9,"All the Pokémon’s moves
become the Normal type."
97,8,9,"Powers up moves if they
become critical hits."
97,9,9,"Powers up moves if they
become critical hits."
97,10,9,"Powers up moves if they
become critical hits."
97,11,5,"Augmente la puissance
des coups critiques."
97,11,9,"Powers up moves if they
become critical hits."
97,14,9,"Powers up moves if they
become critical hits."
98,8,9,"The Pokémon only takes
damage from attacks."
98,9,9,"The Pokémon only takes
damage from attacks."
98,10,9,"The Pokémon only takes
damage from attacks."
98,11,5,"Seule une attaque directe
peut blesser le Pokémon."
98,11,9,"The Pokémon only takes
damage from attacks."
98,14,9,"The Pokémon only takes
damage from attacks."
99,8,9,"Ensures the Pokémon and
its foe’s attacks land."
99,9,9,"Ensures the Pokémon and
its foe’s attacks land."
99,10,9,"Ensures both Pokémon’s
and foe’s attacks land."
99,11,5,"Capacités du Pokémon et
de l’ennemi réussissent."
99,11,9,"Ensures attacks by or
against the Pokémon land."
99,14,9,"Ensures attacks by or
against the Pokémon land."
100,8,9,"The Pokémon moves after
even slower foes."
100,9,9,"The Pokémon moves after
even slower foes."
100,10,9,"The Pokémon moves after
even slower foes."
100,11,5,"Attaque toujours après 
l’ennemi, même plus lent."
100,11,9,"The Pokémon moves after
all other Pokémon do."
100,14,9,"The Pokémon moves after
all other Pokémon do."
101,8,9,"Powers up the Pokémon’s
weaker moves."
101,9,9,"Powers up the Pokémon’s
weaker moves."
101,10,9,"Powers up the Pokémon’s
weaker moves."
101,11,5,"Augmente la puissance des
capacités les plus faibles."
101,11,9,"Powers up the Pokémon’s
weaker moves."
101,14,9,"Powers up the Pokémon’s
weaker moves."
102,8,9,"Prevents status problems
in sunny weather."
102,9,9,"Prevents status problems
in sunny weather."
102,10,9,"Prevents problems with
status in sunny weather."
102,11,5,"Empêche les problèmes
de statut au soleil."
102,11,9,"Prevents problems with
status in sunny weather."
102,14,9,"Prevents problems with
status in sunny weather."
103,8,9,"The Pokémon can’t use
any held items."
103,9,9,"The Pokémon can’t use
any held items."
103,10,9,"The Pokémon can’t use
any held items."
103,11,5,"Le Pokémon ne peut
utiliser aucun objet tenu."
103,11,9,"The Pokémon can’t use
any held items."
103,14,9,"The Pokémon can’t use
any held items."
104,8,9,"Moves can be used
regardless of abilities."
104,9,9,"Moves can be used
regardless of abilities."
104,10,9,"Moves can be used
regardless of abilities."
104,11,5,"Les cap. spé. adverses ne
bloquent pas ses cap."
104,11,9,"Moves can be used
regardless of Abilities."
104,14,9,"Moves can be used
regardless of Abilities."
105,8,9,"Heightens the critical-hit
ratios of moves."
105,9,9,"Heightens the critical-hit
ratios of moves."
105,10,9,"Heightens the critical-
hit ratios of moves."
105,11,5,"Augmente la fréquence
des coups critiques."
105,11,9,"Heightens the critical-
hit ratios of moves."
105,14,9,"Heightens the critical-
hit ratios of moves."
106,8,9,"Damages the foe landing
the finishing hit."
106,9,9,"Damages the foe landing
the finishing hit."
106,10,9,"Damages the foe landing
the finishing hit."
106,11,5,"Blesse l’ennemi qui 
porte le coup de grâce."
106,11,9,"Damages the attacker
landing the finishing hit."
106,14,9,"Damages the attacker
landing the finishing hit."
107,8,9,"Senses the foe’s
dangerous moves."
107,9,9,"Senses the foe’s
dangerous moves."
107,10,9,"Senses the foe’s
dangerous moves."
107,11,5,"Prévoit les capacités
ennemies dangereuses."
107,11,9,"Senses a foe’s
dangerous moves."
107,14,9,"Senses a foe’s
dangerous moves."
108,8,9,"Determines what moves
the foe has."
108,9,9,"Determines what moves
the foe has."
108,10,9,"Determines what moves
the foe has."
108,11,5,"Découvre la capacité
ennemie la plus puissante."
108,11,9,"Determines what moves
a foe has."
108,14,9,"Determines what moves
a foe has."
109,8,9,"Ignores any change in
ability by the foe."
109,9,9,"Ignores any change in
ability by the foe."
109,10,9,"Ignores any change in
ability by the foe."
109,11,5,"Ignore les changements de
stats de l’ennemi."
109,11,9,"Ignores any stat changes
in the Pokémon."
109,14,9,"Ignores any stat changes
in the Pokémon."
110,8,9,"Powers up “not very
effective” moves."
110,9,9,"Powers up “not very
effective” moves."
110,10,9,"Powers up “not very
effective” moves."
110,11,5,"Améliore les capacités
“pas très efficaces”."
110,11,9,"Powers up “not very
effective” moves."
110,14,9,"Powers up “not very
effective” moves."
111,8,9,"Powers down super­
effective moves."
111,9,9,"Powers down super­
effective moves."
111,10,9,"Reduces damage from
supereffective attacks."
111,11,5,"Affaiblit les capacités
“super efficaces”."
111,11,9,"Reduces damage from
supereffective attacks."
111,14,9,"Reduces damage from
supereffective attacks."
112,8,9,"Temporarily halves Attack
and Speed."
112,9,9,"Temporarily halves Attack
and Speed."
112,10,9,"Temporarily halves
Attack and Speed."
112,11,5,"Divise temporairement
Vitesse et Attaque par 2."
112,11,9,"Temporarily halves
Attack and Speed."
112,14,9,"Temporarily halves
Attack and Speed."
113,8,9,"Enables moves to hit
Ghost-type foes."
113,9,9,"Enables moves to hit
Ghost-type foes."
113,10,9,"Enables moves to hit
Ghost-type foes."
113,11,5,"Les cap. Normal touchent
les Pokémon Spectre."
113,11,9,"Enables moves to hit
Ghost-type Pokémon."
113,14,9,"Enables moves to hit
Ghost-type Pokémon."
114,8,9,"The Pokémon draws in all
Water-type moves."
114,9,9,"The Pokémon draws in all
Water-type moves."
114,10,9,"The Pokémon draws in all
Water-type moves."
114,11,5,"Attire l’eau et augmente
l’Atq. Spé."
114,11,9,"Draws in all Water-type
moves to up Sp. Attack."
114,14,9,"Draws in all Water-type
moves to up Sp. Attack."
115,8,9,"The Pokémon regains HP in
a hailstorm."
115,9,9,"The Pokémon regains HP in
a hailstorm."
115,10,9,"The Pokémon regains HP in
a hailstorm."
115,11,5,"Régénère ses PV lors des
tempêtes de grêle."
115,11,9,"The Pokémon gradually
regains HP in a hailstorm."
115,14,9,"The Pokémon gradually
regains HP in a hailstorm."
116,8,9,"Powers down super­
effective moves."
116,9,9,"Powers down super­
effective moves."
116,10,9,"Reduces damage from
supereffective attacks"
116,11,5,"Affaiblit les capacités
“super efficaces”."
116,11,9,"Reduces damage from
supereffective attacks."
116,14,9,"Reduces damage from
supereffective attacks."
117,8,9,"The Pokémon summons a
hailstorm in battle."
117,9,9,"The Pokémon summons a
hailstorm in battle."
117,10,9,"The Pokémon summons a
hailstorm in battle."
117,11,5,"Déclenche une tempête de
grêle pendant le combat."
117,11,9,"The Pokémon summons a
hailstorm in battle."
117,14,9,"The Pokémon summons a
hailstorm in battle."
118,8,9,"The Pokémon may gather
Honey from somewhere."
118,9,9,"The Pokémon may gather
Honey from somewhere."
118,10,9,"The Pokémon may gather
Honey from somewhere."
118,11,5,"Le Pokémon peut parfois
trouver du Miel."
118,11,9,"The Pokémon may gather
Honey from somewhere."
118,14,9,"The Pokémon may gather
Honey from somewhere."
119,8,9,"The Pokémon can check
the foe’s held item."
119,9,9,"The Pokémon can check
the foe’s held item."
119,10,9,"The Pokémon can check
the foe’s held item."
119,11,5,"Permet de connaître
l’objet tenu par l’ennemi."
119,11,9,"The Pokémon can check
a foe’s held item."
119,14,9,"The Pokémon can check
a foe’s held item."
120,8,9,"Powers up moves that
have recoil damage."
120,9,9,"Powers up moves that
have recoil damage."
120,10,9,"Powers up moves that
have recoil damage."
120,11,5,"Booste les cap. ayant des
dégâts de contrecoups."
120,11,9,"Powers up moves that
have recoil damage."
120,14,9,"Powers up moves that
have recoil damage."
121,8,9,"Changes type to match
the held Plate."
121,9,9,"Changes type to match
the held Plate."
121,10,9,"Changes type to match
the held Plate."
121,11,5,"Modifie le type en fonction
de la Plaque tenue."
121,11,9,"Changes type to match
the held Plate."
121,14,9,"Changes type to match
the held Plate."
122,8,9,"Powers up party Pokémon
when it is sunny."
122,9,9,"Powers up party Pokémon
when it is sunny."
122,10,9,"Powers up party Pokémon
when it is sunny."
122,11,5,"Pokémon de l’équipe plus
puissants au soleil."
122,11,9,"Powers up party Pokémon
when it is sunny."
122,14,9,"Powers up party Pokémon
when it is sunny."
123,8,9,"Reduces a sleeping foe’s
HP."
123,9,9,"Reduces a sleeping foe’s
HP."
123,10,9,"Reduces a sleeping
foe’s HP."
123,11,5,"Réduit les PV d’un ennemi
endormi."
123,11,9,"Reduces a sleeping
foe’s HP."
123,14,9,"Reduces a sleeping
foe’s HP."
124,11,5,"Vole l’objet de l’ennemi
si son attaque touche."
124,11,9,"Steals an item when hit
by another Pokémon."
124,14,9,"Steals an item when hit
by another Pokémon."
125,11,5,"Frappe plus fort mais
annule les effets cumulés."
125,11,9,"Removes added effects to
increase move damage."
125,14,9,"Removes added effects to
increase move damage."
126,11,5,"Inverse les variations
de stats."
126,11,9,"Makes stat changes have
an opposite effect."
126,14,9,"Makes stat changes have
an opposite effect."
127,11,5,"L’ennemi stresse et ne
peut plus manger de Baies."
127,11,9,"Makes the foe nervous and
unable to eat Berries."
127,14,9,"Makes the foe nervous and
unable to eat Berries."
128,11,5,"Monte l’Attaque quand
les stats baissent."
128,11,9,"When its stats are lowered
its Attack increases."
128,14,9,"When its stats are lowered
its Attack increases."
129,11,5,"Baisse les stats quand les
PV tombent à la moitié."
129,11,9,"Lowers stats when HP
becomes half or less."
129,14,9,"Lowers stats when HP
becomes half or less."
130,11,5,"Peut empêcher l’ennemi de
réutiliser une attaque."
130,11,9,"May disable a move used
on the Pokémon."
130,14,9,"May disable a move used
on the Pokémon."
131,11,5,"Guérit parfois le statut
des alliés alentour."
131,11,9,"May heal an ally’s status
conditions."
131,14,9,"May heal an ally’s status
conditions."
132,11,5,"Diminue les dégâts subis
par les alliés."
132,11,9,"Reduces damage done
to allies."
132,14,9,"Reduces damage done
to allies."
133,11,5,"Un coup physique baisse la
Défense, monte la Vitesse."
133,11,9,"Physical attacks lower
Defense and raise Speed."
133,14,9,"Physical attacks lower
Defense and raise Speed."
134,11,5,"Double le poids
du Pokémon."
134,11,9,"Doubles the Pokémon’s
weight."
134,14,9,"Doubles the Pokémon’s
weight."
135,11,5,"Divise par deux le
poids du Pokémon."
135,11,9,"Halves the Pokémon’s
weight."
135,14,9,"Halves the Pokémon’s
weight."
136,11,5,"Reçoit moins de dégâts si
les PV sont au maximum."
136,11,9,"Reduces damage when HP
is full."
136,14,9,"Reduces damage when HP
is full."
137,11,5,"Booste les att. physiques
si le statut est poison."
137,11,9,"Powers up physical
attacks when poisoned."
137,14,9,"Powers up physical
attacks when poisoned."
138,11,5,"Booste les att. spéciales
si le statut est brûlure."
138,11,9,"Powers up special attacks
when burned."
138,14,9,"Powers up special attacks
when burned."
139,11,5,"Les Baies utilisées
peuvent repousser."
139,11,9,"May create another
Berry after one is used."
139,14,9,"May create another
Berry after one is used."
140,11,5,"Anticipe et évite les
attaques de ses alliés."
140,11,9,"Anticipates an ally’s
attack and dodges it."
140,14,9,"Anticipates an ally’s
attack and dodges it."
141,11,5,"Monte une stat tout en
en baissant une autre."
141,11,9,"Raises one stat and
lowers another."
141,14,9,"Raises one stat and
lowers another."
142,11,5,"Neutralise les dégâts dus
à la météo."
142,11,9,"Protects the Pokémon from
damage from weather."
142,14,9,"Protects the Pokémon from
damage from weather."
143,11,5,"Peut empoisonner l’ennemi
par simple contact."
143,11,9,"May poison targets when a
Pokémon makes contact."
143,14,9,"May poison targets when a
Pokémon makes contact."
144,11,5,"Restaure un peu de PV
si le Pokémon est retiré."
144,11,9,"Restores a little HP when
withdrawn from battle."
144,14,9,"Restores a little HP when
withdrawn from battle."
145,11,5,"Empêche la Déf. de baisser
à cause d’attaques."
145,11,9,"Protects the Pokémon from
Defense-lowering attacks."
145,14,9,"Protects the Pokémon from
Defense-lowering attacks."
146,11,5,"Augmente la Vitesse lors
des tempêtes de sable."
146,11,9,"Boosts the Pokémon’s
Speed in a sandstorm."
146,14,9,"Boosts the Pokémon’s
Speed in a sandstorm."
147,11,5,"Son corps résiste mieux
aux attaques de statut."
147,11,9,"Makes status-changing
moves more likely to miss."
147,14,9,"Makes status-changing
moves more likely to miss."
148,11,5,"Booste les capacités s’il
attaque en dernier."
148,11,9,"Boosts move power when
the Pokémon moves last."
148,14,9,"Boosts move power when
the Pokémon moves last."
149,11,5,"Prend l’apparence du der-
nier Pokémon de l’équipe."
149,11,9,"Comes out disguised as
the Pokémon in back."
149,14,9,"Comes out disguised as
the Pokémon in back."
150,11,5,"Adopte l’apparence du
Pokémon adverse."
150,11,9,"It transforms itself into
the Pokémon it is facing."
150,14,9,"It transforms itself into
the Pokémon it is facing."
151,11,5,"Traverse les barrières de
l’ennemi pour attaquer."
151,11,9,"Passes through the foe’s
barrier and strikes."
151,14,9,"Passes through the foe’s
barrier and strikes."
152,11,5,"Momifie la cap. spé. de
l’ennemi qui le touche."
152,11,9,"Contact with this Pokémon
spreads this Ability."
152,14,9,"Contact with this Pokémon
spreads this Ability."
153,11,5,"Monte l’Attaque quand
il met un ennemi K.O."
153,11,9,"Boosts Attack after
knocking out any Pokémon."
153,14,9,"Boosts Attack after
knocking out any Pokémon."
154,11,5,"Monte l’Attaque si une
att. Ténèbres le touche."
154,11,9,"Raises Attack when hit by
a Dark-type move."
154,14,9,"Raises Attack when hit by
a Dark-type move."
155,11,5,"Sa peur de certains types
augmente sa Vitesse."
155,11,9,"Some move types scare
it and boost its Speed."
155,14,9,"Some move types scare
it and boost its Speed."
156,11,5,"Renvoie les attaques
de statut."
156,11,9,"Reflects status-
changing moves."
156,14,9,"Reflects status-
changing moves."
157,11,5,"Augmente l’Attaque après
une attaque Plante."
157,11,9,"Boosts Attack when hit by
a Grass-type move."
157,14,9,"Boosts Attack when hit by
a Grass-type move."
158,11,5,"Utilise les attaques de
statut en premier."
158,11,9,"Gives priority to a
status move."
158,14,9,"Gives priority to a
status move."
159,11,5,"Renforce des capacités en
cas de tempête de sable."
159,11,9,"Boosts certain moves’
power in a sandstorm."
159,14,9,"Boosts certain moves’
power in a sandstorm."
160,11,5,"Blesse l’ennemi au moindre
contact."
160,11,9,"Inflicts damage to the
Pokémon on contact."
160,14,9,"Inflicts damage to the
Pokémon on contact."
161,11,5,"Transforme le Pokémon
dans les moments délicats."
161,11,9,"Changes the Pokémon’s
shape when HP is halved."
161,14,9,"Changes the Pokémon’s
shape when HP is halved."
162,11,5,"Monte la Précision des
Pokémon de l’équipe."
162,11,9,"Boosts the accuracy of its
allies and itself."
162,14,9,"Boosts the accuracy of its
allies and itself."
163,11,5,"Les cap. spé. adverses ne
bloquent pas ses cap."
163,11,9,"Moves can be used
regardless of Abilities."
163,14,9,"Moves can be used
regardless of Abilities."
164,11,5,"Les cap. spé. adverses ne
bloquent pas ses cap."
164,11,9,"Moves can be used
regardless of Abilities."
164,14,9,"Moves can be used
regardless of Abilities."
