pokemon_id,version_id,flavor_text
82,6,"When many
MAGNETON gather
together, theresulting magnetic
storm disrupts
radio waves."
82,7,"MAGNETON emits a powerful magnetic
force that is fatal to mechanical
devices. As a result, large cities soundsirens to warn citizens of large-scale
outbreaks of this POKéMON."
82,8,"MAGNETON emits a powerful magnetic
force that is fatal to electronics and
precision instruments. Because ofthis, it is said that some towns warn
people to keep this POKéMON inside
a POKé BALL."
82,9,"It is actually three MAGNEMITE linked
by magnetism. It generates powerful radio
waves that raise temperatures by 3.6
degrees F within a 3,300-foot radius."
82,10,"A linked cluster formed of several
MAGNEMITE. It discharges powerful
magnetic waves at high voltage."
82,11,"Formed by several MAGNEMITE linked
together. They frequently appear when
sunspots flare up."
82,12,"It is actually three MAGNEMITE
linked by magnetism. A group can
set off a magnetic storm."
82,13,"It is actually three MAGNEMITE
linked by magnetism. A group can
set off a magnetic storm."
82,14,"Many mysteriously appear when more
sunspots dot the sun. They stop
TV sets from displaying properly."
82,15,"Three MAGNEMITE are linked by a
strong magnetic force. Earaches
will occur if you get too close."
82,16,"The MAGNEMITE are united by a
magnetism so powerful, it dries all
moisture in its vicinity."
83,1,"The sprig of
green onions it
holds is itsweapon. It is
used much like a
metal sword."
83,2,"The sprig of
green onions it
holds is itsweapon. It is
used much like a
metal sword."
83,3,"Lives where reedy
plants grow. They
are rarely seen,so it's thought
their numbers are
decreasing."
83,4,"If anyone tries to
disturb where the
essential plantsticks grow, it
uses its own stick
to thwart them."
83,5,"If it eats the
plant stick it
carries as emer­gency rations, it
runs off in search
of a new stick."
83,6,"In order to pre­
vent their
extinction, morepeople have made
an effort to breed
these POKéMON."
83,7,"FARFETCH’D is always seen with a stick
from a plant of some sort. Apparently,
there are good sticks and bad sticks.This POKéMON has been known to fight
with others over sticks."
83,8,"FARFETCH’D is always seen with a stick
from a plant of some sort. Apparently,
there are good sticks and bad sticks.This POKéMON has been known to fight
with others over sticks."
83,9,"It is always seen with a stick from a plant.
Apparently, there are good sticks and bad
sticks. This POKéMON occasionally fights
with others over choice sticks."
83,10,"It always walks about with a plant stalk
clamped in its beak. The stalk is used for
building its nest."
83,11,"The plant stalk it holds is its weapon.
The stalk is used like a sword to cut all
sorts of things."
83,12,"It can’t live without the stalk it
holds. That’s why it defends the
stalk from attackers with its life."
83,13,"It can’t live without the stalk it
holds. That’s why it defends the
stalk from attackers with its life."
83,14,"It can’t live without the stalk it
holds. That’s why it defends the
stalk from attackers with its life."
83,15,"If anyone tries to disturb where the
essential plant stalks grow, it uses its
own stalk to thwart them."
83,16,"If it eats the plant stalk it carries
as emergency rations, it runs off
in search of a new stalk."
84,1,"A bird that makes
up for its poor
flying with itsfast foot speed.
Leaves giant
footprints."
84,2,"A bird that makes
up for its poor
flying with itsfast foot speed.
Leaves giant
footprints."
84,3,"Its short wings
make flying dif­
ficult. Instead,this POKéMON runs
at high speed on
developed legs."
84,4,"By alternately
raising and lower­
ing its two heads,it balances itself
to be more stable
while running."
84,5,"It races through
grassy plains with
powerful strides,leaving footprints
up to four inches
deep."
84,6,"It lives on a
grassy plain where
it can see a longway. If it sees an
enemy, it runs
away at 60 mph."
84,7,"DODUO’s two heads never sleep at the
same time.
Its two heads take turns sleeping,so one head can always keep watch for
enemies while the other one sleeps."
84,8,"DODUO’s two heads contain completely
identical brains.
A scientific study reported that onrare occasions, there will be examples
of this POKéMON possessing different
sets of brains."
84,9,"Even while eating or sleeping, one of the
heads remains always vigilant for any sign
of danger. When threatened, it flees at
over 60 miles per hour."
84,10,"A two-headed POKéMON that was discovered
as a sudden mutation. It runs at a pace
of over 60 miles per hour."
84,11,"A bird that makes up for its poor flying
with its fast foot speed. Leaves giant
footprints."
84,12,"The brains in its two heads appear
to communicate emotions to each
other with a telepathic power."
84,13,"The brains in its two heads appear
to communicate emotions to each
other with a telepathic power."
84,14,"The brains in its two heads appear
to communicate emotions to each
other with a telepathic power."
84,15,"By alternately raising and lowering
its two heads, it balances itself
to be more stable while running."
84,16,"It races through grassy plains with
powerful strides, leaving footprints
up to four inches deep."
85,1,"Uses its three
brains to execute
complex plans.While two heads
sleep, one head
stays awake."
85,2,"Uses its three
brains to execute
complex plans.While two heads
sleep, one head
stays awake."
85,3,"One of DODUO's 2
heads splits to
form a uniquespecies. It runs
close to 40 MPH
in prairies."
85,4,"It collects data 
and plans three
times as wisely,but it may think
too much and be­
come immobilized."
85,5,"If one of the
heads gets to eat,
the others will besatisfied, too,
and they will stop
squabbling."
85,6,"An enemy that
takes its eyes off
any of the threeheads--even for a
second--will get
pecked severely."
85,7,"Watch out if DODRIO’s three heads are
looking in three separate directions.
It’s a sure sign that it is on its guard.Don’t go near this POKéMON if it’s being
wary - it may decide to peck you."
85,8,"Apparently, the heads aren’t the only
parts of the body that DODRIO has
three of.It has three sets of hearts and lungs
as well, so it is capable of running long
distances without rest."
85,9,"A peculiar POKéMON species with three
heads. It vigorously races across grassy
plains even in arid seasons with little
rainfall."
85,10,"An odd species that is rarely found.
The three heads respectively represent
joy, sadness, and anger."
85,11,"Uses its three brains to execute complex
plans. While two heads sleep, one head is
said to stay awake."
85,12,"When DODUO evolves into this odd
breed, one of its heads splits into
two. It runs at nearly 40 mph."
85,13,"When DODUO evolves into this odd
breed, one of its heads splits into
two. It runs at nearly 40 mph."
85,14,"When DODUO evolves into this odd
breed, one of its heads splits into
two. It runs at nearly 40 mph."
85,15,"It collects data and plans three times
as wisely, but it may think too much
and fall into a state of immobility."
85,16,"If one of the heads gets to eat,
the others will be satisfied, too,
and they will stop squabbling."
86,1,"The protruding
horn on its head
is very hard.It is used for
bashing through
thick ice."
86,2,"The protruding
horn on its head
is very hard.It is used for
bashing through
thick ice."
86,3,"Loves freezing
cold conditions.
Relishes swimmingin a frigid cli­
mate of around 14F
degrees."
86,4,"Although it can't
walk well on land,
it is a gracefulswimmer. It espe­
cially loves being
in frigid seas."
86,5,"In daytime, it is
often found asleep
on the seabed inshallow waters.
Its nostrils close
while it swims."
86,6,"The light blue fur
that covers it
keeps it protectedagainst the cold.
It loves iceberg-
filled oceans."
86,7,"SEEL hunts for prey in the frigid sea
underneath sheets of ice.
When it needs to breathe, it punchesa hole through the ice with the
sharply protruding section of its head."
86,8,"SEEL hunts for prey in the frigid sea
underneath sheets of ice.
When it needs to breathe, it punchesa hole through the ice with the
sharply protruding section of its head."
86,9,"SEEL hunt for prey in frigid, ice-covered
seas. When it needs to breathe, it punches
a hole through the ice with the sharply
protruding section of its head."
86,10,"Covered with light blue fur, its hide is
thick and tough. It is active in bitter
cold of minus 40 degrees Fahrenheit."
86,11,"The protruding horn on its head is very
hard. It is used for bashing through thick
icebergs."
86,12,"A Pokémon that lives on icebergs.
It swims in the sea using the point
on its head to break up ice."
86,13,"A Pokémon that lives on icebergs.
It swims in the sea using the point
on its head to break up ice."
86,14,"A Pokémon that lives on icebergs.
It swims in the sea using the point
on its head to break up ice."
86,15,"Although it can’t walk well on land,
it is a graceful swimmer. It especially
loves being in frigid seas."
86,16,"In daytime, it is often found asleep
on the seabed in shallow waters.
Its nostrils close while it swims."
87,1,"Stores thermal
energy in its
body. Swims at asteady 8 knots
even in intensely
cold waters."
87,2,"Stores thermal
energy in its
body. Swims at asteady 8 knots
even in intensely
cold waters."
87,3,"Its entire body is
a snowy-white.
Unharmed by evenintense cold, it
swims powerfully
in icy waters."
87,4,"Its streamlined
body has little
drag in water.The colder the
temperature, the
friskier it gets."
87,5,"It loves frigid
seas with ice
floes. It uses itslong tail to
change swimming
direction quickly."
87,6,"It sleeps under
shallow ocean
waters during theday, then looks
for food at night
when it's cold."
87,7,"DEWGONG loves to snooze on bitterly
cold ice.
The sight of this POKéMON sleeping ona glacier was mistakenly thought to be
a mermaid by a mariner long ago."
87,8,"DEWGONG loves to snooze on bitterly
cold ice.
The sight of this POKéMON sleeping ona glacier was mistakenly thought to be
a mermaid by a mariner long ago."
87,9,"It loves to snooze on bitterly cold ice.
The sight of this POKéMON sleeping on
a glacier was mistakenly thought to be
a mermaid by a mariner long ago."
87,10,"Its body is covered with a pure white
fur. The colder the weather, the more
active it becomes."
87,11,"It stores thermal energy in the body.
It swims at a steady eight knots even in
intensely cold waters."
87,12,"In snow, the pure white coat
covering its body obscures it from
predators."
87,13,"In snow, the pure white coat
covering its body obscures it from
predators."
87,14,"In snow, the pure white coat
covering its body obscures it from
predators."
87,15,"Its streamlined body has little
drag in water. The colder the
temperature, the friskier it gets."
87,16,"It loves frigid seas with ice
floes. It uses its long tail to
change swimming direction quickly."
88,1,"Appears in filthy
areas. Thrives by
sucking uppolluted sludge
that is pumped
out of factories."
88,2,"Appears in filthy
areas. Thrives by
sucking uppolluted sludge
that is pumped
out of factories."
88,3,"Made of hardened
sludge. It smells
too putrid totouch.
Even weeds won't
grow in its path."
88,4,"As it moves, it
loses bits of its
body from whichnew GRIMER emerge.
This worsens the
stench around it."
88,5,"Wherever GRIMER
has passed, so
many germs areleft behind that
no plants will
ever grow again."
88,6,"When two of these
POKéMON's bodies
are combinedtogether, new
poisons are
created."
88,7,"GRIMER’s sludgy and rubbery body can
be forced through any opening, however
small it may be.This POKéMON enters sewer pipes to
drink filthy wastewater."
88,8,"GRIMER emerged from the sludge that
settled on a polluted seabed.
This POKéMON loves anything filthy.It constantly leaks a horribly germ-
infested fluid from all over its body."
88,9,"Born from polluted sludge in the sea,
GRIMER’s favorite food is anything filthy.
They feed on wastewater pumped out from
factories."
88,10,"Sludge exposed to X rays from the moon
transformed into GRIMER. It loves feeding
on filthy things."
88,11,"Appears in filthy areas. It thrives by
sucking up polluted sludge that is pumped
out of factories."
88,12,"It was born when sludge in a dirty
stream was exposed to the moon’s
X-rays. It appears among filth."
88,13,"It was born when sludge in a dirty
stream was exposed to the moon’s
X-rays. It appears among filth."
88,14,"It was born when sludge in a dirty
stream was exposed to the moon’s
X-rays. It appears among filth."
88,15,"As it moves, it loses bits of its body,
from which new GRIMER emerge.
This worsens the stench around it."
88,16,"Wherever GRIMER has passed, so
many germs are left behind that
no plants will ever grow again."
89,1,"Thickly covered
with a filthy,
vile sludge. Itis so toxic, even
its footprints
contain poison."
89,2,"Thickly covered
with a filthy,
vile sludge. Itis so toxic, even
its footprints
contain poison."
89,3,"Smells so awful,
it can cause
fainting. Throughdegeneration, it
lost its sense of
smell."
89,4,"They love to gath­
er in smelly areas
where sludge ac­cumulates, making
the stench around
them worse."
89,5,"Its body is made
of a powerful poi­
son. Touching itaccidentally will
cause a fever that
requires bed rest."
89,6,"As it moves, a
very strong poison
leaks from it,making the ground
there barren for
three years."
89,7,"From MUK’s body seeps a foul fluid that
gives off a nose-bendingly horrible
stench.Just one drop of this POKéMON’s body
fluid can turn a pool stagnant and
rancid."
89,8,"This POKéMON’s favorite food is
anything that is repugnantly filthy.
In dirty towns where people thinknothing of throwing away litter on the
streets, MUK are certain to gather."
89,9,"It prefers warm and humid habitats.
In the summertime, the toxic substances
in its body intensify, making MUK reek like
putrid kitchen garbage."
89,10,"It is usually undetectable because it
blends in with the ground. Touching it can
cause terrible poisoning."
89,11,"Thickly covered with a filthy, vile
sludge. It is so toxic, even its footprints
contain poison."
89,12,"A toxic fluid seeps from its body.
The fluid instantly kills plants and
trees on contact."
89,13,"A toxic fluid seeps from its body.
The fluid instantly kills plants and
trees on contact."
89,14,"A toxic fluid seeps from its body.
The fluid instantly kills plants and
trees on contact."
89,15,"They love to gather in smelly areas
where sludge accumulates, making
the stench around them worse."
89,16,"Its body is made of a powerful poison.
Touching it accidentally will
cause a fever that requires bed rest."
90,1,"Its hard shell
repels any kind
of attack.It is vulnerable
only when its
shell is open."
90,2,"Its hard shell
repels any kind
of attack.It is vulnerable
only when its
shell is open."
90,3,"The shell can
withstand any
attack. However,when it is open,
the tender body
is exposed."
90,4,"It swims facing
backward by open­
ing and closingits two-piece
shell. It is
surprisingly fast."
90,5,"Grains of sand
trapped in its
shells mix withits body fluids to
form beautiful
pearls."
90,6,"Clamping on to an
opponent reveals
its vulnerableparts, so it uses
this move only as
a last resort."
90,7,"At night, this POKéMON uses its broad
tongue to burrow a hole in the seafloor
sand and then sleep in it.While it is sleeping, SHELLDER closes its
shell, but leaves its tongue hanging
out."
90,8,"At night, this POKéMON uses its broad
tongue to burrow a hole in the seafloor
sand and then sleep in it.While it is sleeping, SHELLDER closes its
shell, but leaves its tongue hanging
out."
90,9,"At night, it burrows a hole in the seafloor
with its broad tongue to make a place to
sleep. While asleep, it closes its shell,
but leaves its tongue hanging out."
90,10,"It is encased in a shell that is harder
than diamond. Inside, however, it is
surprisingly tender."
90,11,"Its hard shell repels any kind of attack.
It is vulnerable only when its shell is
open."
90,12,"It swims backward by opening and
closing its two shells. Its large
tongue is always kept hanging out."
90,13,"It swims backward by opening and
closing its two shells. Its large
tongue is always kept hanging out."
90,14,"It swims backward by opening and
closing its two shells. Its large
tongue is always kept hanging out."
90,15,"It swims facing backward by opening
and closing its two-piece shell.
It is surprisingly fast."
90,16,"Grains of sand trapped in its
shells mix with its body fluids to
form beautiful pearls."
91,1,"When attacked, it
launches its
horns in quickvolleys. Its
innards have
never been seen."
91,2,"When attacked, it
launches its
horns in quickvolleys. Its
innards have
never been seen."
91,3,"For protection, it
uses its harder-
than-diamondsshell. It also
shoots spikes from
the shell."
91,4,"Once it slams its
shell shut, it is
impossible toopen, even by
those with superi­
or strength."
91,5,"CLOYSTER that live
in seas with harsh
tidal currentsgrow large, sharp
spikes on their
shells."
91,6,"Even a missile
can't break the
spikes it uses tostab opponents.
They're even hard­
er than its shell."
91,7,"CLOYSTER is capable of swimming in the
sea. It does so by swallowing water,
then jetting it out toward the rear.This POKéMON shoots spikes from its
shell using the same system."
91,8,"CLOYSTER is capable of swimming in the
sea. It does so by swallowing water,
then jetting it out toward the rear.This POKéMON shoots spikes from its
shell using the same system."
91,9,"It swims in the sea by swallowing water,
then jetting it out toward the rear.
The CLOYSTER shoots spikes from its
shell using the same system."
91,10,"Its shell is extremely hard. It cannot be
shattered, even with a bomb. The shell
opens only when it is attacking."
91,11,"When attacked, it launches its horns in
quick volleys. Its innards have never been
seen."
91,12,"It fights by keeping its shell
tightly shut for protection and
by shooting spikes to repel foes."
91,13,"It fights by keeping its shell
tightly shut for protection and
by shooting spikes to repel foes."
91,14,"It fights by keeping its shell
tightly shut for protection and
by shooting spikes to repel foes."
91,15,"Once it slams its shell shut,
it is impossible to open, even by
those with superior strength."
91,16,"CLOYSTER that live in seas with harsh
tidal currents grow large, sharp
spikes on their shells."
92,1,"Almost invisible,
this gaseous
POKéMON cloaksthe target and
puts it to sleep
without notice."
92,2,"Almost invisible,
this gaseous
POKéMON cloaksthe target and
puts it to sleep
without notice."
92,3,"Said to appear in
decrepit, deserted
buildings. It hasno real shape as
it appears to be
made of a gas."
92,4,"With its gas-like
body, it can sneak
into any place itdesires. However,
it can be blown
away by wind."
92,5,"Its thin body is
made of gas. It
can envelop anopponent of any
size and cause
suffocation."
92,6,"It wraps its op­
ponent in its gas-
like body, slowlyweakening its prey
by poisoning it
through the skin."
92,7,"GASTLY is largely composed of gaseous
matter. When exposed to a strong wind,
the gaseous body quickly dwindles away.Groups of this POKéMON cluster under
the eaves of houses to escape the
ravages of wind."
92,8,"GASTLY is largely composed of gaseous
matter. When exposed to a strong wind,
the gaseous body quickly dwindles away.Groups of this POKéMON cluster under
the eaves of houses to escape the
ravages of wind."
92,9,"When exposed to a strong wind, a GASTLY’s
gaseous body quickly dwindles away.
They cluster under the eaves of houses
to escape the ravages of wind."
92,10,"A being that exists as a thin gas. It can
topple an Indian elephant by enveloping
the prey in two seconds."
92,11,"Almost invisible, this gaseous POKéMON
cloaks the target and puts it to sleep
without notice."
92,12,"This Pokémon’s body is 95% made up
of gases, which are blown away by
strong gusts of wind."
92,13,"A Pokémon born from poison gases.
It defeats even the largest foes
by enveloping them in gas."
92,14,"Born from gases, anyone would
faint if engulfed by its gaseous
body, which contains poison."
92,15,"With its gas-like body, it can sneak
into any place it desires. However,
it can be blown away by wind."
92,16,"Its body is made of gas. Despite lacking
substance, it can envelop an opponent
of any size and cause suffocation."
93,1,"Because of its
ability to slip
through blockwalls, it is said
to be from an­
other dimension."
93,2,"Because of its
ability to slip
through blockwalls, it is said
to be from an­
other dimension."
93,3,"By licking, it
saps the victim's
life. It causesshaking that won't
stop until the
victim's demise."
93,4,"In total darkness,
where nothing is
visible, HAUNTERlurks, silently
stalking its next
victim."
93,5,"Its tongue is made
of gas. If licked,
its victim startsshaking constantly
until death even­
tually comes."
93,6,"It hides in the
dark, planning to
take the life ofthe next living
thing that wanders
close by."
93,7,"HAUNTER is a dangerous POKéMON.
If one beckons you while floating in
darkness, you must never approach it.This POKéMON will try to lick you with its
tongue and steal your life away."
93,8,"HAUNTER is a dangerous POKéMON.
If one beckons you while floating in
darkness, you must never approach it.This POKéMON will try to lick you with its
tongue and steal your life away."
93,9,"If a HAUNTER beckons you while it is
floating in darkness, don’t approach it.
This POKéMON will try to lick you with its
tongue and steal your life away."
93,10,"If you get the feeling of being watched
in darkness when nobody is around,
HAUNTER is there."
93,11,"Because of its ability to slip through
block walls, it is said to be from another
dimension."
93,12,"It can slip through any obstacle.
It lurks inside walls to keep an
eye on its foes."
93,13,"It licks with its gaseous tongue
to steal the victim’s life force.
It lurks in darkness for prey."
93,14,"It likes to lurk in the dark and tap
shoulders with a gaseous hand. Its
touch causes endless shuddering."
93,15,"In total darkness, where nothing is
visible, HAUNTER lurks, silently
stalking its next victim."
93,16,"Its tongue is made of gas. If licked,
its victim starts shaking constantly
until death eventually comes."
94,1,"Under a full moon,
this POKéMON
likes to mimicthe shadows of
people and laugh
at their fright."
94,2,"Under a full moon,
this POKéMON
likes to mimicthe shadows of
people and laugh
at their fright."
94,3,"A GENGAR is close
by if you feel a
sudden chill.It may be trying
to lay a curse
on you."
94,4,"It steals heat
from its surround­
ings. If you feela sudden chill, it
is certain that a
GENGAR appeared."
94,5,"To steal the life
of its target, it
slips into theprey's shadow and
silently waits for
an opportunity."
94,6,"Hiding in people's
shadows at night,
it absorbs theirheat. The chill it
causes makes the
victims shake."
94,7,"Sometimes, on a dark night, your shadow
thrown by a streetlight will suddenly
and startlingly overtake you.It is actually a GENGAR running past
you, pretending to be your shadow."
94,8,"Sometimes, on a dark night, your shadow
thrown by a streetlight will suddenly
and startlingly overtake you.It is actually a GENGAR running past
you, pretending to be your shadow."
94,9,"Deep in the night, your shadow cast by
a streetlight may suddenly overtake you.
It is actually a GENGAR running past
you, pretending to be your shadow."
94,10,"It is said to emerge from darkness to
steal the lives of those who become lost
in mountains."
94,11,"On the night of a full moon, if shadows
move on their own and laugh, it must be
GENGAR’s doing."
94,12,"It hides in shadows. It is said
that if GENGAR is hiding, it cools
the area by nearly 10 degrees F."
94,13,"Lurking in the shadowy corners
of rooms, it awaits chances to
steal its prey’s life force."
94,14,"The leer that floats in darkness
belongs to a GENGAR delighting in
casting curses on people."
94,15,"It steals heat from its surroundings.
If you feel a sudden chill,
it is certain that a GENGAR appeared."
94,16,"To steal the life of its target, it
slips into the prey’s shadow and
silently waits for an opportunity."
95,1,"As it grows, the
stone portions of
its body hardento become similar
to a diamond, but
colored black."
95,2,"As it grows, the
stone portions of
its body hardento become similar
to a diamond, but
colored black."
95,3,"Burrows at high
speed in search
of food. Thetunnels it leaves
are used as homes
by DIGLETTs."
95,4,"It twists and
squirms through
the ground. Thethunderous roar of
its tunneling
echoes a long way."
95,5,"It rapidly bores
through the ground
at 50 mph bysquirming and
twisting its mas­
sive, rugged body."
95,6,"As it digs through
the ground, it
absorbs many hardobjects. This is
what makes its
body so solid."
95,7,"ONIX has a magnet in its brain. It acts
as a compass so that this POKéMON does
not lose direction while it is tunneling.As it grows older, its body becomes
increasingly rounder and smoother."
95,8,"ONIX has a magnet in its brain. It acts
as a compass so that this POKéMON does
not lose direction while it is tunneling.As it grows older, its body becomes
increasingly rounder and smoother."
95,9,"There is a magnet in its brain that
prevents an ONIX from losing direction
while tunneling. As it grows older, its body
becomes steadily rounder and smoother."
95,10,"It usually lives underground. It searches
for food while boring its way through the
ground at 50 miles per hour."
95,11,"As it grows, the stone portions of its
body harden to become similar to
black-colored diamonds."
95,12,"When it travels underground, it
causes rumbling and tremors.
It can move at 50 mph."
95,13,"It squirms through the ground
using its long and rugged body.
It always eats while burrowing."
95,14,"It burrows through the ground
at a speed of 50 mph while
feeding on large boulders.
"
95,15,"It twists and squirms through
the ground. The thunderous roar of
its tunneling echoes a long way."
95,16,"It rapidly bores through the ground
at 50 mph by squirming and
twisting its massive, rugged body."
96,1,"Puts enemies to
sleep then eats
their dreams.Occasionally gets
sick from eating
bad dreams."
96,2,"Puts enemies to
sleep then eats
their dreams.Occasionally gets
sick from eating
bad dreams."
96,3,"If you sleep by
it all the time,
it will sometimesshow you dreams
it has eaten in
the past."
96,4,"If you think that
you had a good
dream, but youcan't remember it,
a DROWZEE has
probably eaten it."
96,5,"It remembers every
dream it eats. It
rarely eats thedreams of adults
because children's
are much tastier."
96,6,"When it twitches
its nose, it can
tell where someoneis sleeping and
what that person
is dreaming about."
96,7,"If your nose becomes itchy while you
are sleeping, it’s a sure sign that one
of these POKéMON is standing aboveyour pillow and trying to eat your dream
through your nostrils."
96,8,"If your nose becomes itchy while you
are sleeping, it’s a sure sign that one
of these POKéMON is standing aboveyour pillow and trying to eat your dream
through your nostrils."
96,9,"If your nose becomes itchy while you are
sleeping, it’s a sure sign that a DROWZEE is
standing above your pillow and trying to
eat your dream through your nostrils."
96,10,"A descendent of the legendary animal
baku, which is said to eat dreams. It is
skilled at hypnotism."
96,11,"Puts enemies to sleep, then eats their
dreams. Occasionally gets sick from eating
only bad dreams."
96,12,"It can tell what people are
dreaming by sniffing with its big
nose. It loves fun dreams."
96,13,"It can tell what people are
dreaming by sniffing with its big
nose. It loves fun dreams."
96,14,"It can tell what people are
dreaming by sniffing with its big
nose. It loves fun dreams."
96,15,"If you think that you had a good dream
but you can’t remember it,
a DROWZEE has probably eaten it."
96,16,"It remembers every dream it eats. It
rarely eats the dreams of adults
because children’s are much tastier."
97,1,"When it locks eyes
with an enemy, it
will use a mix ofPSI moves such as
HYPNOSIS and
CONFUSION."
97,2,"When it locks eyes
with an enemy, it
will use a mix ofPSI moves such as
HYPNOSIS and
CONFUSION."
97,3,"Avoid eye contact
if you come across
one. It will tryto put you to
sleep by using
its pendulum."
97,4,"When it is very
hungry, it puts
humans it meets tosleep, then it
feasts on their
dreams."
97,5,"Always holding a
pendulum that it
rocks at a steadyrhythm, it causes
drowsiness in any­
one nearby."
97,6,"The longer it
swings its
pendulum, thelonger the effects
of its hypnosis
last."
97,7,"HYPNO holds a pendulum in its hand.
The arcing movement and glitter of the
pendulum lull the foe into a deep stateof hypnosis.
While this POKéMON searches for prey,
it polishes the pendulum."
97,8,"HYPNO holds a pendulum in its hand.
The arcing movement and glitter of the
pendulum lull the foe into a deep stateof hypnosis.
While this POKéMON searches for prey,
it polishes the pendulum."
97,9,"The arcing movement and glitter of the
pendulum in a HYPNO’s hand lull the foe
into deep hypnosis. While searching for
prey, it polishes the pendulum."
97,10,"It carries a pendulum-like device. There
once was an incident in which it took 
away a child it hypnotized."
97,11,"When it locks eyes with an enemy, it will
use a mix of PSI moves such as HYPNOSIS
and CONFUSION."
97,12,"Seeing its swinging pendulum can
induce sleep in three seconds,
even in someone who just woke up."
97,13,"Seeing its swinging pendulum can
induce sleep in three seconds,
even in someone who just woke up."
97,14,"Seeing its swinging pendulum can
induce sleep in three seconds,
even in someone who just woke up."
97,15,"When it is very hungry, it puts
humans it meets to sleep,
then it feasts on their dreams."
97,16,"Always holding a pendulum that it
swings at a steady rhythm, it causes
drowsiness in anyone nearby."
98,1,"Its pincers are
not only powerful
weapons, they areused for balance
when walking
sideways."
98,2,"Its pincers are
not only powerful
weapons, they areused for balance
when walking
sideways."
98,3,"Its pincers are
superb weapons.
They sometimesbreak off during
battle, but they
grow back fast."
98,4,"If it senses dan­
ger approaching,
it cloaks itselfwith bubbles from
its mouth so it
will look bigger."
98,5,"The pincers break
off easily. If it
loses a pincer,it somehow becomes
incapable of walk­
ing sideways."
98,6,"If it is unable
to find food, it
will absorbnutrients by
swallowing a
mouthful of sand."
98,7,"KRABBY live on beaches, burrowed inside
holes dug into the sand.
On sandy beaches with little in the wayof food, these POKéMON can be seen
squabbling with each other over
territory."
98,8,"KRABBY live on beaches, burrowed inside
holes dug into the sand.
On sandy beaches with little in the wayof food, these POKéMON can be seen
squabbling with each other over
territory."
98,9,"KRABBY live in holes dug into beaches.
On sandy shores with little in the way
of food, they can be seen squabbling with
each other over territory."
98,10,"It can be found near the sea. The large
pincers grow back if they are torn out of
their sockets."
98,11,"Its pincers are not only powerful weapons,
they are used for balance when walking
sideways."
98,12,"It lives in burrows dug on sandy
beaches. Its pincers fully grow
back if they are broken in battle."
98,13,"It lives in burrows dug on sandy
beaches. Its pincers fully grow
back if they are broken in battle."
98,14,"It lives in burrows dug on sandy
beaches. Its pincers fully grow
back if they are broken in battle."
98,15,"If it senses danger approaching,
it cloaks itself with bubbles from
its mouth so it will look bigger."
98,16,"The pincers break off easily. If it
loses a pincer, it somehow becomes
incapable of walking sideways."
99,1,"The large pincer
has 10000 hp of
crushing power.However, its huge
size makes it
unwieldy to use."
99,2,"The large pincer
has 10000 hp of
crushing power.However, its huge
size makes it
unwieldy to use."
99,3,"One claw grew
massively and as
hard as steel.It has 10,000-HP
strength. However,
it is too heavy."
99,4,"It can hardly
lift its massive,
overgrown pincer.The pincer's size
makes it difficult
to aim properly."
99,5,"Its pincers grow
peculiarly large.
If it lifts thepincers too fast,
it loses its bal­
ance and staggers."
99,6,"Its oversized claw
is very powerful,
but when it's notin battle, the
claw just gets in
the way."
99,7,"KINGLER has an enormous, oversized
claw. It waves this huge claw in the
air to communicate with others.However, because the claw is so heavy,
the POKéMON quickly tires."
99,8,"KINGLER has an enormous, oversized
claw. It waves this huge claw in the
air to communicate with others.However, because the claw is so heavy,
the POKéMON quickly tires."
99,9,"It waves its huge, oversized claw in the
air to communicate with others.
But since the claw is so heavy, this
POKéMON quickly tires."
99,10,"Its large and hard pincer has 10,000-
horsepower strength. However, being so
big, it is unwieldy to move."
99,11,"The large pincer has 10,000-horsepower
crushing force. However, its huge size
makes it unwieldy to use."
99,12,"The larger pincer has 10,000-
horsepower strength. However, it
is so heavy, it is difficult to aim."
99,13,"The larger pincer has 10,000-
horsepower strength. However, it
is so heavy, it is difficult to aim."
99,14,"The larger pincer has 10,000-
horsepower strength. However, it
is so heavy, it is difficult to aim."
99,15,"It can hardly lift its massive,
overgrown pincer. The pincer’s size
makes it difficult to aim properly."
99,16,"Its pincers grow peculiarly large.
If it lifts the pincers too fast,
it loses its balance and staggers."
100,1,"Usually found in
power plants.
Easily mistakenfor a POKé BALL,
they have zapped
many people."
100,2,"Usually found in
power plants.
Easily mistakenfor a POKé BALL,
they have zapped
many people."
100,3,"It is said to
camouflage itself
as a POKé BALL. Itwill self-destruct
with very little
stimulus."
100,4,"It rolls to move.
If the ground is
uneven, a suddenjolt from hitting
a bump can cause
it to explode."
100,5,"It was discovered
when POKé BALLS
were introduced.It is said that
there is some
connection."
100,6,"During the study
of this POKéMON,
it was discoveredthat its compo­
nents are not
found in nature."
100,7,"VOLTORB was first sighted at a company
that manufactures POKé BALLS.
The link between that sighting andthe fact that this POKéMON looks very
similar to a POKé BALL remains a
mystery."
100,8,"VOLTORB is extremely sensitive - it
explodes at the slightest of shocks.
It is rumored that it was first createdwhen a POKé BALL was exposed to a
powerful pulse of energy."
100,9,"It bears an uncanny and unexplained
resemblance to a POKé BALL. Because it
explodes at the slightest shock, even
veteran TRAINERS treat it with caution."
