move_id,version_group_id,language_id,flavor_text
55,3,9,"Squirts water to
attack."
55,4,9,"Squirts water to
attack."
55,5,9,"Squirts water to attack
the foe."
55,6,9,"Squirts water to attack
the foe."
55,7,9,"The foe is struck
with a lot of water
expelled forcibly
from the mouth."
55,8,9,"The foe is blasted
with a forceful shot
of water.

"
55,9,9,"The foe is blasted
with a forceful shot
of water.

"
55,10,9,"The foe is blasted
with a forceful shot
of water.

"
55,11,5,"De l’eau est projetée sur l’ennemi
en arc de cercle."
55,11,9,"The target is blasted with a
forceful shot of water."
55,14,9,"The target is blasted with a
forceful shot of water."
55,15,9,"The target is blasted with a
forceful shot of water."
56,3,9,"A powerful water-
type attack."
56,4,9,"A powerful water-
type attack."
56,5,9,"Blasts water at high power
to strike the foe."
56,6,9,"Blasts water at high power
to strike the foe."
56,7,9,"A high volume of
water is blasted at
the foe under great
pressure."
56,8,9,"The foe is blasted by
a huge volume of
water launched under
great pressure.
"
56,9,9,"The foe is blasted by
a huge volume of
water launched under
great pressure.
"
56,10,9,"The foe is blasted by
a huge volume of
water launched under
great pressure.
"
56,11,5,"Un puissant jet d’eau est
dirigé sur l’ennemi."
56,11,9,"The target is blasted by a huge volume
of water launched under great pressure."
56,14,9,"The target is blasted by a huge volume
of water launched under great pressure."
57,3,9,"A strong water-
type attack."
57,4,9,"A strong water-
type attack."
57,5,9,"Creates a huge wave, then
crashes it down on the foe."
57,6,9,"Creates a huge wave, then
crashes it down on the foe."
57,7,9,"A big wave crashes
down on the foe.
Can also be used
for crossing water."
57,8,9,"It swamps the entire
battlefield with a
giant wave.
It can also be used
for crossing water."
57,9,9,"It swamps the entire
battlefield with a
giant wave.
It can also be used
for crossing water."
57,10,9,"It swamps the entire
battlefield with a
giant wave.
It can also be used
for crossing water."
57,11,5,"Une énorme vague s’abat sur le
champ de bataille. Permet aussi
de voyager sur l’eau."
57,11,9,"It swamps the area around the user
with a giant wave.
It can also be used for crossing water."
57,14,9,"It swamps the area around the user
with a giant wave.
It can also be used for crossing water."
57,15,9,"The user attacks everything around it by
swamping its surroundings with a giant wave.
This can also be used for crossing water."
58,3,9,"An attack that may
freeze the foe."
58,4,9,"An attack that may
freeze the foe."
58,5,9,"Blasts the foe with an icy
beam that may freeze it."
58,6,9,"Blasts the foe with an icy
beam that may freeze it."
58,7,9,"The foe is struck
with an icy beam.
It may freeze the
foe solid."
58,8,9,"The foe is struck
with an icy-cold
beam of energy.
It may also freeze
the target solid."
58,9,9,"The foe is struck
with an icy-cold
beam of energy.
It may also freeze
the target solid."
58,10,9,"The foe is struck
with an icy-cold
beam of energy.
It may also freeze
the target solid."
58,11,5,"Un rayon de glace frappe l’ennemi.
Peut aussi le geler."
58,11,9,"The target is struck with an icy-cold
beam of energy.
It may also freeze the target solid."
58,14,9,"The target is struck with an icy-cold
beam of energy.
It may also freeze the target solid."
58,15,9,"The target is struck with an icy-cold
beam of energy.
This may also leave the target frozen."
59,3,9,"An attack that may
freeze the foe."
59,4,9,"An attack that may
freeze the foe."
59,5,9,"Hits the foe with an icy
storm that may freeze it."
59,6,9,"Hits the foe with an icy
storm that may freeze it."
59,7,9,"The foe is blasted
with a blizzard.
It may freeze the
foe solid."
59,8,9,"A howling blizzard is
summoned to strike
the foe.
It may also freeze
the target solid."
59,9,9,"A howling blizzard is
summoned to strike
the foe.
It may also freeze
the target solid."
59,10,9,"A howling blizzard is
summoned to strike
the foe.
It may also freeze
the target solid."
59,11,5,"Une violente tempête de neige
est déclenchée sur l’ennemi.
Peut aussi le geler."
59,11,9,"A howling blizzard is summoned to strike
the opposing team. It may also freeze
them solid."
59,14,9,"A howling blizzard is summoned to strike
the opposing team. It may also freeze
them solid."
59,15,6,"Ein Schneesturm wütet, der das Ziel
einfrieren kann."
59,15,9,"A howling blizzard is summoned to strike 
opposing Pokémon. This may also leave 
the opposing Pokémon frozen."
60,3,9,"An attack that may
confuse the foe."
60,4,9,"An attack that may
confuse the foe."
60,5,9,"Fires a peculiar ray that
may confuse the foe."
60,6,9,"Fires a peculiar ray that
may confuse the foe."
60,7,9,"A peculiar ray is
shot at the foe.
It may leave the
foe confused."
60,8,9,"The foe is attacked
with a peculiar ray.
It may also leave the
target confused.
"
60,9,9,"The foe is attacked
with a peculiar ray.
It may also leave the
target confused.
"
60,10,9,"The foe is attacked
with a peculiar ray.
It may also leave the
target confused.
"
60,11,5,"Un étrange rayon frappe l’ennemi.
Peut aussi le rendre confus."
60,11,9,"The target is attacked with a peculiar ray.
It may also cause confusion."
60,14,9,"The target is attacked with a peculiar ray.
It may also cause confusion."
60,15,6,"Feuert einen Strahl ab, der das Ziel verwirren kann."
60,15,9,"The target is attacked with a peculiar ray.
This may also leave the target confused."
61,3,9,"An attack that may
lower SPEED."
61,4,9,"An attack that may
lower SPEED."
61,5,9,"Forcefully sprays bubbles
that may lower SPEED."
61,6,9,"Forcefully sprays bubbles
that may lower SPEED."
61,7,9,"A spray of bubbles
strikes the foe.
It may lower the
foe’s SPEED stat."
61,8,9,"A spray of bubbles is
forcefully ejected
at the foe.
It may also lower the
target’s Speed stat."
61,9,9,"A spray of bubbles is
forcefully ejected
at the foe.
It may also lower the
target’s Speed stat."
61,10,9,"A spray of bubbles is
forcefully ejected
at the foe.
It may also lower the
target’s Speed stat."
61,11,5,"Des bulles sont envoyées avec
puissance sur l’ennemi. Peut
aussi baisser sa Vitesse."
61,11,9,"A spray of bubbles is forcefully ejected
at the opposing team. It may also lower
their Speed stats."
61,14,9,"A spray of bubbles is forcefully ejected
at the opposing team. It may also lower
their Speed stats."
61,15,9,"A spray of bubbles is forcefully ejected
at the target. This may also lower
its Speed stat."
62,3,9,"An attack that may
lower ATTACK."
62,4,9,"An attack that may
lower ATTACK."
62,5,9,"Fires a rainbow-colored
beam that may lower ATTACK."
62,6,9,"Fires a rainbow-colored
beam that may lower ATTACK."
62,7,9,"A rainbow-colored
attack beam.
It may lower the
foe’s ATTACK stat."
62,8,9,"The foe is hit with a
rainbow-colored beam.
It may also lower the
target’s Attack
stat."
62,9,9,"The foe is hit with a
rainbow-colored beam.
It may also lower the
target’s Attack
stat."
62,10,9,"The foe is hit with a
rainbow-colored beam.
It may also lower the
target’s Attack
stat."
62,11,5,"Envoie un rayon arc-en-ciel sur l’ennemi.
Peut aussi baisser son Attaque."
62,11,9,"The target is hit with a rainbow-colored
beam. This may also lower the target’s
Attack stat."
62,14,9,"The target is hit with a rainbow-colored
beam. This may also lower the target’s
Attack stat."
62,15,9,"The target is hit with a rainbow-colored
beam. This may also lower the target's
Attack stat."
63,3,9,"1st turn: Attack
2nd turn: Rest"
63,4,9,"1st turn: Attack
2nd turn: Rest"
63,5,9,"Powerful, but leaves the
user immobile the next turn."
63,6,9,"Powerful, but leaves the
user immobile the next turn."
63,7,9,"A severely damaging
attack that makes
the user rest on
the next turn."
63,8,9,"The foe is attacked
with a powerful beam.
The user must rest
on the next turn to
regain its energy."
63,9,9,"The foe is attacked
with a powerful beam.
The user must rest
on the next turn to
regain its energy."
63,10,9,"The foe is attacked
with a powerful beam.
The user must rest
on the next turn to
regain its energy."
63,11,5,"Projette un puissant rayon sur l’ennemi.
Le lanceur doit se reposer
au tour suivant."
63,11,9,"The target is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
63,14,9,"The target is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
63,15,9,"The target is attacked with a powerful
beam. The user can't move on the next turn."
64,3,9,"Jabs the foe with
a beak, etc."
64,4,9,"Jabs the foe with
a beak, etc."
64,5,9,"Attacks the foe with a
jabbing beak, etc."
64,6,9,"Attacks the foe with a
jabbing beak, etc."
64,7,9,"The foe is jabbed
with a sharply
pointed beak or
horn."
64,8,9,"The foe is jabbed
with a sharply
pointed beak or
horn.
"
64,9,9,"The foe is jabbed
with a sharply
pointed beak or
horn.
"
64,10,9,"The foe is jabbed
with a sharply
pointed beak or
horn.
"
64,11,5,"Frappe l’ennemi d’un bec pointu ou
d’une corne pour infliger des dégâts."
64,11,9,"The target is jabbed with a sharply
pointed beak or horn."
64,14,9,"The target is jabbed with a sharply
pointed beak or horn."
64,15,6,Greift das Ziel mit dem Schnabel oder Horn an.
64,15,9,"The target is jabbed with a sharply
pointed beak or horn."
65,3,9,"A strong, spin­
ning-peck attack."
65,4,9,"A strong, spin­
ning-peck attack."
65,5,9,"A corkscrewing attack with
the beak acting as a drill."
65,6,9,"A corkscrewing attack with
the beak acting as a drill."
65,7,9,"A corkscrewing
attack with the
sharp beak acting
as a drill."
65,8,9,"A corkscrewing
attack with the
sharp beak acting
as a drill.
"
65,9,9,"A corkscrewing
attack with the
sharp beak acting
as a drill.
"
65,10,9,"A corkscrewing
attack with the
sharp beak acting
as a drill.
"
65,11,5,"Une attaque utilisant le bec
comme une perceuse."
65,11,9,"A corkscrewing attack with the
sharp beak acting as a drill."
65,14,9,"A corkscrewing attack with the
sharp beak acting as a drill."
66,3,9,"An attack that al­
so hurts the user."
66,4,9,"An attack that al­
so hurts the user."
66,5,9,"A reckless body slam that
also hurts the user."
66,6,9,"A reckless body slam that
also hurts the user."
66,7,9,"A reckless, full-
body throw attack
that also hurts the
user a little."
66,8,9,"The user grabs the
foe and recklessly
dives for the ground.
It also hurts the
user slightly."
66,9,9,"The user grabs the
foe and recklessly
dives for the ground.
It also hurts the
user slightly."
66,10,9,"The user grabs the
foe and recklessly
dives for the ground.
It also hurts the
user slightly."
66,11,5,"Le lanceur agrippe l’ennemi et
l’écrase au sol. Blesse aussi
légèrement le lanceur."
66,11,9,"The user grabs the target and recklessly
dives for the ground. It also hurts the
user slightly."
66,14,9,"The user grabs the target and recklessly
dives for the ground. It also hurts the
user slightly."
67,3,9,"An attack that may
cause flinching."
67,4,9,"An attack that may
cause flinching."
67,5,9,"A kick that inflicts more
damage on heavier foes."
67,6,9,"A kick that inflicts more
damage on heavier foes."
67,7,9,"A low, tripping kick
that inflicts more
damage on heavier
foes."
67,8,9,"A powerful low kick
that makes the foe
fall over. It inflicts
greater damage on
heavier foes."
67,9,9,"A powerful low kick
that makes the foe
fall over. It inflicts
greater damage on
heavier foes."
67,10,9,"A powerful low kick
that makes the foe
fall over. It inflicts
greater damage on
heavier foes."
67,11,5,"Un puissant coup de pied bas qui fauche
l’ennemi. Il est plus efficace contre
les ennemis lourds."
67,11,9,"A powerful low kick that makes the target
fall over. It inflicts greater damage on
heavier targets."
67,14,9,"A powerful low kick that makes the target
fall over. It inflicts greater damage on
heavier targets."
68,3,9,"Returns a physical
blow double."
68,4,9,"Returns a physical
blow double."
68,5,9,"Retaliates any physical hit
with double the power."
68,6,9,"Retaliates any physical hit
with double the power."
68,7,9,"A retaliation move
that counters any
physical hit with
double the damage."
68,8,9,"A retaliation move
that counters any
physical attack,
inflicting double the
damage taken."
68,9,9,"A retaliation move
that counters any
physical attack,
inflicting double the
damage taken."
68,10,9,"A retaliation move
that counters any
physical attack,
inflicting double the
damage taken."
68,11,5,"Une riposte qui répond à toute
attaque physique en infligeant
le double de dégâts."
68,11,9,"A retaliation move that counters any
physical attack, inflicting double the
damage taken."
68,14,9,"A retaliation move that counters any
physical attack, inflicting double the
damage taken."
68,15,9,"A retaliation move that counters any
physical attack, inflicting double the
damage taken."
69,3,9,"The user's level
equals damage HP."
69,4,9,"The user's level
equals damage HP."
69,5,9,"Inflicts damage identical
to the user’s level."
69,6,9,"Inflicts damage identical
to the user’s level."
69,7,9,"A gravity-fed throw
that causes damage
matching the user’s
level."
69,8,9,"The foe is thrown
using the power of
gravity. It inflicts
damage equal to
the user’s level."
69,9,9,"The foe is thrown
using the power of
gravity. It inflicts
damage equal to
the user’s level."
69,10,9,"The foe is thrown
using the power of
gravity. It inflicts
damage equal to
the user’s level."
69,11,5,"L’ennemi est projeté grâce au pouvoir de
la gravité. Inflige des dégâts équivalents
au niveau du lanceur."
69,11,9,"The target is thrown using the power of
gravity. It inflicts damage equal to
the user’s level."
69,14,9,"The target is thrown using the power of
gravity. It inflicts damage equal to
the user’s level."
70,3,9,"A powerful physi­
cal attack."
70,4,9,"A powerful physi­
cal attack."
70,5,9,"Builds enormous power,
then slams the foe."
70,6,9,"Builds enormous power,
then slams the foe."
70,7,9,"The foe is slugged
at maximum power.
Can also be used
to move boulders."
70,8,9,"The foe is slugged
with a punch thrown
at maximum power.
It can also be used
to move boulders."
70,9,9,"The foe is slugged
with a punch thrown
at maximum power.
It can also be used
to move boulders."
70,10,9,"The foe is slugged
with a punch thrown
at maximum power.
It can also be used
to move boulders."
70,11,5,"Le lanceur cogne l’ennemi de toutes
ses forces. Permet aussi de déplacer
des rochers."
70,11,9,"The target is slugged with a punch thrown
at maximum power. It can also be used
to move heavy boulders."
70,14,9,"The target is slugged with a punch thrown
at maximum power. It can also be used
to move heavy boulders."
70,15,9,"The target is slugged with a punch thrown
at maximum power. This can also be used
to move heavy boulders."
71,3,9,"Steals 1/2 of the
damage inflicted."
71,4,9,"Steals 1/2 of the
damage inflicted."
71,5,9,"An attack that absorbs
half the damage inflicted."
71,6,9,"An attack that absorbs
half the damage inflicted."
71,7,9,"An attack that
absorbs half the
damage it inflicted
to restore HP."
71,8,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
71,9,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
71,10,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
71,11,5,"Une attaque qui convertit la moitié
des dégâts infligés en PV."
71,11,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage taken
by the target."
71,14,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage taken
by the target."
71,15,9,"A nutrient-draining attack. The user's
HP is restored by half the damage taken
by the target."
72,3,9,"Steals 1/2 of the
damage inflicted."
72,4,9,"Steals 1/2 of the
damage inflicted."
72,5,9,"An attack that absorbs
half the damage inflicted."
72,6,9,"An attack that absorbs
half the damage inflicted."
72,7,9,"A tough attack that
drains half the
damage it inflicted
to restore HP."
72,8,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
72,9,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
72,10,9,"A nutrient-draining
attack. The user’s
HP is restored by
half the damage taken
by the target."
72,11,5,"Une attaque qui convertit la moitié
des dégâts infligés en PV."
72,11,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage taken
by the target."
72,14,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage taken
by the target."
73,3,9,"Steals HP from the
foe on every turn."
73,4,9,"Steals HP from the
foe on every turn."
73,5,9,"Plants a seed on the foe to
steal HP on every turn."
73,6,9,"Plants a seed on the foe to
steal HP on every turn."
73,7,9,"A seed is planted
on the foe to steal
some HP for the 
user on every turn."
73,8,9,"A seed is planted on
the foe. It steals
some HP from the foe
to heal the user on
every turn."
73,9,9,"A seed is planted on
the foe. It steals
some HP from the foe
to heal the user on
every turn."
73,10,9,"A seed is planted on
the foe. It steals
some HP from the foe
to heal the user on
every turn."
73,11,5,"Une graine est semée sur l’ennemi.
À chaque tour, elle lui dérobe des PV
que le lanceur récupère."
73,11,9,"A seed is planted on the target. It steals
some HP from the target every turn."
73,14,9,"A seed is planted on the target. It steals
some HP from the target every turn."
73,15,6,"Ziel wird bepflanzt und verliert jede Runde KP, die
ein Pokémon aus dem Team des Anwenders heilen."
73,15,9,"A seed is planted on the target. It steals
some HP from the target every turn."
74,3,9,"Raises the SPCL.
ATK rating."
74,4,9,"Raises the SPCL.
ATK rating."
74,5,9,"Forces the body to grow
and heightens SP. ATK."
74,6,9,"Forces the body to grow
and heightens SP. ATK."
74,7,9,"The user’s body is
forced to grow,
raising the SP.
ATK stat."
74,8,9,"The user’s body is
forced to grow all at
once. It raises the
Sp. Atk stat.
"
74,9,9,"The user’s body is
forced to grow all at
once. It raises the
Sp. Atk stat.
"
74,10,9,"The user’s body is
forced to grow all at
once. It raises the
Sp. Atk stat.
"
74,11,5,"Le corps du lanceur se développe.
Augmente l’Attaque et l’Attaque Spéciale."
74,11,9,"The user’s body grows all at once,
raising the Attack and Sp. Atk stats."
74,14,9,"The user’s body grows all at once,
raising the Attack and Sp. Atk stats."
74,15,6,"Der Körper wächst. Dadurch steigen Angriff
und Spezial-Angriff."
74,15,9,"The user's body grows all at once,
raising the Attack and Sp. Atk stats."
75,3,9,"Has a high criti­
cal hit ratio."
75,4,9,"Has a high criti­
cal hit ratio."
75,5,9,"Cuts the enemy with leaves.
High critical-hit ratio."
75,6,9,"Cuts the enemy with leaves.
High critical-hit ratio."
75,7,9,"The foe is hit with
a cutting leaf.
It has a high
critical-hit ratio."
75,8,9,"A sharp-edged leaf is
launched to slash at
the foe. It has a
high critical-hit
ratio."
75,9,9,"Sharp-edged leaves
are launched to slash
at the foe. It has a
high critical-hit
ratio."
75,10,9,"Sharp-edged leaves
are launched to slash
at the foe. It has a
high critical-hit
ratio."
75,11,5,"Des feuilles aiguisées comme des
rasoirs entaillent l’ennemi.
Taux de critiques élevé."
75,11,9,"Sharp-edged leaves are launched
to slash at the opposing team.
Critical hits land more easily."
75,14,9,"Sharp-edged leaves are launched
to slash at the opposing team.
Critical hits land more easily."
75,15,6,Trifft das Ziel mit Blättern. Hohe Volltrefferquote.
75,15,9,"Sharp-edged leaves are launched
 to slash at the opposing Pokémon.
 Critical hits land more easily."
76,3,9,"1st turn: Prepare
2nd turn: Attack"
76,4,9,"1st turn: Prepare
2nd turn: Attack"
76,5,9,"Absorbs light in one turn,
then attacks next turn."
76,6,9,"Absorbs light in one turn,
then attacks next turn."
76,7,9,"A 2-turn move that
blasts the foe with
absorbed energy in
the 2nd turn."
76,8,9,"A two-turn attack.
The user gathers
light, then blasts a
bundled beam on the
second turn."
76,9,9,"A two-turn attack.
The user gathers
light, then blasts a
bundled beam on the
second turn."
76,10,9,"A two-turn attack.
The user gathers
light, then blasts a
bundled beam on the
second turn."
76,11,5,"Absorbe la lumière au premier tour
et envoie un rayon puissant au
tour suivant."
76,11,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on the
second turn."
76,14,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on the
second turn."
76,15,6,"Absorbiert Licht in Runde 1.
In Runde 2 erfolgt der Angriff."
77,3,9,"A move that may
poison the foe."
77,4,9,"A move that may
poison the foe."
77,5,9,"Scatters a toxic powder
that may poison the foe."
77,6,9,"Scatters a toxic powder
that may poison the foe."
77,7,9,"A cloud of toxic
dust is scattered.
It may poison the
foe."
77,8,9,"A cloud of poisonous
dust is scattered on
the foe.
It may poison the
target."
77,9,9,"A cloud of poisonous
dust is scattered on
the foe.
It may poison the
target."
77,10,9,"A cloud of poisonous
dust is scattered on
the foe.
It may poison the
target."
77,11,5,Une poudre toxique empoisonne l’ennemi.
77,11,9,"The user scatters a cloud of poisonous
dust on the target. It may poison
the target."
77,14,9,"The user scatters a cloud of poisonous
dust on the target. It may poison
the target."
78,3,9,"A move that may
paralyze the foe."
78,4,9,"A move that may
paralyze the foe."
78,5,9,"Scatters a powder that may
paralyze the foe."
78,6,9,"Scatters a powder that may
paralyze the foe."
78,7,9,"Paralyzing dust is
scattered wildly.
It may paralyze
the foe."
78,8,9,"The user scatters a
cloud of paralyzing
powder.
It may paralyze the
target."
78,9,9,"The user scatters a
cloud of paralyzing
powder.
It may paralyze the
target."
78,10,9,"The user scatters a
cloud of paralyzing
powder.
It may paralyze the
target."
78,11,5,"Le lanceur répand sur l’ennemi une
poudre qui le paralyse."
78,11,9,"The user scatters a cloud of paralyzing
powder. It may leave the target
with paralysis."
78,14,9,"The user scatters a cloud of paralyzing
powder. It may leave the target
with paralysis."
78,15,6,Verstreut lähmenden Puder.
78,15,9,"The user scatters a cloud of numbing
powder that paralyzes the target."
79,3,9,"May cause the foe
to fall asleep."
79,4,9,"May cause the foe
to fall asleep."
79,5,9,"Scatters a powder that may
cause the foe to sleep."
79,6,9,"Scatters a powder that may
cause the foe to sleep."
79,7,9,"A sleep-inducing
dust is scattered
in high volume
around a foe."
79,8,9,"The user scatters a
big cloud of sleep-
inducing dust around
the foe.
"
79,9,9,"The user scatters a
big cloud of sleep-
inducing dust around
the foe.
"
79,10,9,"The user scatters a
big cloud of sleep-
inducing dust around
the foe.
"
79,11,5,"Le lanceur répand une poudre
soporifique qui endort la cible."
79,11,9,"The user scatters a big cloud
of sleep-inducing dust
around the target."
79,14,9,"The user scatters a big cloud
of sleep-inducing dust
around the target."
79,15,9,"The user scatters a big cloud
of sleep-inducing dust
 around the target."
80,3,9,"Works 2-3 turns
and confuses user."
80,4,9,"Works 2-3 turns
and confuses user."
80,5,9,"A rampage of 2 to 3 turns
that confuses the user."
80,6,9,"A rampage of 2 to 3 turns
that confuses the user."
80,7,9,"The user attacks
with petals for two
to three turns,
then gets confused."
80,8,9,"The user attacks by
scattering petals for
two to three turns.
The user then
becomes confused."
80,9,9,"The user attacks by
scattering petals for
two to three turns.
The user then
becomes confused."
80,10,9,"The user attacks by
scattering petals for
two to three turns.
The user then
becomes confused."
80,11,5,"Le lanceur attaque en projetant
des pétales pendant 2 à 3 tours
avant de céder à la confusion."
80,11,9,"The user attacks the target by scattering
petals for two to three turns.
The user then becomes confused."
80,14,9,"The user attacks the target by scattering
petals for two to three turns.
The user then becomes confused."
80,15,9,"The user attacks the target by scattering
petals for two to three turns.
The user then becomes confused."
81,3,9,"A move that lowers
the foe's SPEED."
81,4,9,"A move that lowers
the foe's SPEED."
81,5,9,"Binds the foe with string
to reduce its SPEED."
81,6,9,"Binds the foe with string
to reduce its SPEED."
81,7,9,"The foe is bound
with strings shot
from the mouth to
reduce its SPEED."
81,8,9,"The foe is bound with
silk blown from the
user’s mouth.
It reduces the
target’s Speed stat."
81,9,9,"The foe is bound with
silk blown from the
user’s mouth.
It reduces the
target’s Speed stat."
81,10,9,"The foe is bound with
silk blown from the
user’s mouth.
It reduces the
target’s Speed stat."
81,11,5,"Le lanceur crache de la
soie pour ligoter l’ennemi
et baisser sa Vitesse."
81,11,9,"The targets are bound with silk blown
from the user’s mouth. This silk reduces
the targets’ Speed stat."
81,14,9,"The targets are bound with silk blown
from the user’s mouth. This silk reduces
the targets’ Speed stat."
81,15,6,"Umwickelt Ziele in der Nähe mit Fäden aus
dem Mund und senkt den Initiativ-Wert."
81,15,9,"The opposing Pokémon are bound
with silk blown from the user's mouth
that harshly lowers the Speed stat.
"
82,3,9,"Always inflicts
40HP damage."
82,4,9,"Always inflicts
40HP damage."
82,5,9,"Launches shock waves that
always inflict 40 HP damage."
82,6,9,"Launches shock waves that
always inflict 40 HP damage."
82,7,9,"The foe is hit with
a shock wave that
always inflicts 40-
HP damage."
82,8,9,"The foe is stricken
by a shock wave.
This attack always
inflicts 40 HP
damage."
82,9,9,"The foe is stricken
by a shock wave.
This attack always
inflicts 40 HP
damage."
82,10,9,"The foe is stricken
by a shock wave.
This attack always
inflicts 40 HP
damage."
82,11,5,"La colère du lanceur déclenche une onde
de choc destructrice qui inflige
toujours 40 PV de dégâts."
82,11,9,"This attack hits the target with a shock
wave of pure rage. This attack always
inflicts 40 HP damage."
82,14,9,"This attack hits the target with a shock
wave of pure rage. This attack always
inflicts 40 HP damage."
82,15,9,"This attack hits the target with a shock
wave of pure rage. This attack always
inflicts 40 HP damage."
83,3,9,"Traps foe in fire
for 2-5 turns."
83,4,9,"Traps foe in fire
for 2-5 turns."
83,5,9,"Traps the foe in a ring of
fire for 2 to 5 turns."
83,6,9,"Traps the foe in a ring of
fire for 2 to 5 turns."
83,7,9,"The foe is trapped
in an intense spiral
of fire that rages
two to five turns."
83,8,9,"The foe becomes
trapped within a
fierce vortex of fire
that rages for two
to five turns."
83,9,9,"The foe becomes
trapped within a
fierce vortex of fire
that rages for two
to five turns."
83,10,9,"The foe becomes
trapped within a
fierce vortex of fire
that rages for two
to five turns."
83,11,5,"Un tourbillon de flammes emprisonne
l’ennemi pendant 4 à 5 tours."
83,11,9,"The target becomes trapped within a
fierce vortex of fire that rages for four
to five turns."
83,14,9,"The target becomes trapped within a
fierce vortex of fire that rages for four
to five turns."
84,3,9,"An attack that may
cause paralysis."
84,4,9,"An attack that may
cause paralysis."
84,5,9,"An electrical attack that
may paralyze the foe."
84,6,9,"An electrical attack that
may paralyze the foe."
84,7,9,"An electric shock
attack that may
also leave the foe
paralyzed."
84,8,9,"A jolt of electricity
is hurled at the foe
to inflict damage.
It may also leave the
foe paralyzed."
84,9,9,"A jolt of electricity
is hurled at the foe
to inflict damage.
It may also leave the
foe paralyzed."
84,10,9,"A jolt of electricity
is hurled at the foe
to inflict damage.
It may also leave the
foe paralyzed."
84,11,5,"Une décharge électrique tombe sur
l’ennemi. Peut aussi le paralyser."
84,11,9,"A jolt of electricity is hurled
at the target to inflict damage. It may
also leave the target with paralysis."
84,14,9,"A jolt of electricity is hurled
at the target to inflict damage. It may
also leave the target with paralysis."
84,15,9,"A jolt of electricity crashes down on
the target to inflict damage. This may
also leave the target with paralysis."
85,3,9,"An attack that may
cause paralysis."
85,4,9,"An attack that may
cause paralysis."
85,5,9,"A strong electrical attack
that may paralyze the foe."
85,6,9,"A strong electrical attack
that may paralyze the foe."
85,7,9,"A strong electrical
attack that may
also leave the foe
paralyzed."
85,8,9,"A strong electric
blast is loosed at
the foe.
It may also leave the
foe paralyzed."
85,9,9,"A strong electric
blast is loosed at
the foe.
It may also leave the
foe paralyzed."
85,10,9,"A strong electric
blast is loosed at
the foe.
It may also leave the
foe paralyzed."
85,11,5,"Une grosse décharge électrique tombe
sur l’ennemi. Peut aussi le paralyser."
85,11,9,"A strong electric blast is loosed at the
target. It may also leave the target
with paralysis."
85,14,9,"A strong electric blast is loosed at the
target. It may also leave the target
with paralysis."
86,3,9,"A move that may
cause paralysis."
86,4,9,"A move that may
cause paralysis."
86,5,9,"A weak jolt of electricity
that paralyzes the foe."
86,6,9,"A weak jolt of electricity
that paralyzes the foe."
86,7,9,"A weak electric
shock that is sure
to cause paralysis
if it hits."
86,8,9,"A weak electric
charge is launched at
the foe.
It causes paralysis if
it hits."
86,9,9,"A weak electric
charge is launched at
the foe.
It causes paralysis if
it hits."
86,10,9,"A weak electric
charge is launched at
the foe.
It causes paralysis if
it hits."
86,11,5,"Un faible choc électrique frappe
l’ennemi. Si l’attaque touche,
celui-ci est paralysé."
86,11,9,"A weak electric charge is launched at
the target. It causes paralysis if it hits."
86,14,9,"A weak electric charge is launched at
the target. It causes paralysis if it hits."
86,15,9,"The user launches a weak jolt
of electricity that paralyzes the target."
87,3,9,"An attack that may
cause paralysis."
87,4,9,"An attack that may
cause paralysis."
87,5,9,"A lightning attack that may
cause paralysis."
87,6,9,"A lightning attack that may
cause paralysis."
87,7,9,"A brutal lightning
attack that may
also leave the foe
paralyzed."
87,8,9,"A wicked thunderbolt
is dropped on the foe
to inflict damage.
It may also leave the
target paralyzed."
87,9,9,"A wicked thunderbolt
is dropped on the foe
to inflict damage.
It may also leave the
target paralyzed."
87,10,9,"A wicked thunderbolt
is dropped on the foe
to inflict damage.
It may also leave the
target paralyzed."
87,11,5,"La foudre tombe sur l’ennemi
pour lui infliger des dégâts.
Peut aussi le paralyser."
87,11,9,"A wicked thunderbolt is dropped
on the target to inflict damage. It may
also leave the target with paralysis."
87,14,9,"A wicked thunderbolt is dropped
on the target to inflict damage. It may
also leave the target with paralysis."
88,3,9,"Drops rocks on the
enemy."
88,4,9,"Drops rocks on the
enemy."
88,5,9,"Throws small rocks to
strike the foe."
88,6,9,"Throws small rocks to
strike the foe."
88,7,9,"The foe is attacked
with a shower of
small, easily
thrown rocks."
88,8,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
88,9,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
88,10,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
