item_id,version_group_id,language_id,flavor_text
142,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Bluk Plant."
142,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
142,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
142,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
142,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
143,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow NANAB."
143,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow NANAB."
143,7,9,"Can be ground up into a powder as
an ingredient for medicine."
143,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Nanab Plant."
143,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Nanab Plant."
143,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
143,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
143,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
143,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
144,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow WEPEAR."
144,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow WEPEAR."
144,7,9,"Can be ground up into a powder as
an ingredient for medicine."
144,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Wepear Plant."
144,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Wepear Plant."
144,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
144,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
144,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
144,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
145,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow PINAP."
145,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow PINAP."
145,7,9,"Can be ground up into a powder as
an ingredient for medicine."
145,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Pinap Plant."
145,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Pinap Plant."
145,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
145,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
145,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
145,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
146,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow POMEG."
146,6,9,"Makes a POKéMON
friendly but lowers
base HP."
146,7,9,"Can be ground up into a powder as
an ingredient for medicine."
146,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base HP."
146,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base HP."
146,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base HP."
146,11,5,"Rend les Pokémon plus amicaux, mais
baisse leurs PV de base."
146,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base HP."
146,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base HP."
147,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow KELPSY."
147,6,9,"Makes a POKéMON
friendly but lowers
base ATTACK."
147,7,9,"Can be ground up into a powder as
an ingredient for medicine."
147,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Attack stat."
147,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Attack stat."
147,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Attack stat."
147,11,5,"Rend les Pokémon plus amicaux, mais
baisse leur stat Attaque de base."
147,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Attack stat."
147,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Attack stat."
148,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow QUALOT."
148,6,9,"Makes a POKéMON
friendly but lowers
base DEFENSE."
148,7,9,"Can be ground up into a powder as
an ingredient for medicine."
148,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Defense stat."
148,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Defense stat."
148,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Defense stat."
148,11,5,"Rend les Pokémon plus amicaux, mais
baisse leur stat Défense de base."
148,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Defense stat."
148,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Defense stat."
149,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow HONDEW."
149,6,9,"Makes a POKéMON
friendly but lowers
base SP. ATK."
149,7,9,"Can be ground up into a powder as
an ingredient for medicine."
149,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat."
149,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Atk stat."
149,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Atk stat."
149,11,5,"Rend les Pokémon plus amicaux, mais
baisse leur stat Attaque Spéciale de
base."
149,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Atk stat."
149,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Atk stat."
150,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow GREPA."
150,6,9,"Makes a POKéMON
friendly but lowers
base SP. DEF."
150,7,9,"Can be ground up into a powder as
an ingredient for medicine."
150,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Def stat."
150,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Sp. Def stat."
150,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Def stat."
150,11,5,"Rend les Pokémon plus amicaux, mais
baisse leur stat Défense Spéciale de
base."
150,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Def stat."
150,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Sp. Def stat."
151,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow TAMATO."
151,6,9,"Makes a POKéMON
friendly but lowers
base SPEED."
151,7,9,"Can be ground up into a powder as
an ingredient for medicine."
151,8,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Speed stat."
151,9,9,"A Poffin ingredient. Using it on a
Pokémon makes it more friendly, but
it also lowers its base Speed stat."
151,10,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Speed stat."
151,11,5,"Rend les Pokémon plus amicaux, mais
baisse leur stat Vitesse de base."
151,11,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Speed stat."
151,14,9,"Using it on a Pokémon makes it more
friendly, but it also lowers its base
Speed stat."
152,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow CORNN."
152,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow CORNN."
152,7,9,"Can be ground up into a powder as
an ingredient for medicine."
152,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Cornn Plant."
152,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Cornn Plant."
152,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
152,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
152,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
152,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
153,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow MAGOST."
153,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow MAGOST."
153,7,9,"Can be ground up into a powder as
an ingredient for medicine."
153,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Magost Plant."
153,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Magost Plant."
153,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
153,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
153,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
153,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
154,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow RABUTA."
154,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow RABUTA."
154,7,9,"Can be ground up into a powder as
an ingredient for medicine."
154,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Rabuta Plant."
154,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Rabuta Plant."
154,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
154,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
154,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
154,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
155,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow NOMEL."
155,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow NOMEL."
155,7,9,"Can be ground up into a powder as
an ingredient for medicine."
155,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Nomel Plant."
155,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Nomel Plant."
155,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
155,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
155,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
155,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
156,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow SPELON."
156,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow SPELON."
156,7,9,"Can be ground up into a powder as
an ingredient for medicine."
156,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Spelon Plant."
156,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Spelon Plant."
156,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
156,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
156,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
156,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
157,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow PAMTRE."
157,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow PAMTRE."
157,7,9,"Can be ground up into a powder as
an ingredient for medicine."
157,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Pamtre Plant."
157,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Pamtre Plant."
157,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
157,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
157,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
157,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
158,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow WATMEL."
158,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow WATMEL."
158,7,9,"Can be ground up into a powder as
an ingredient for medicine."
158,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Watmel Plant."
158,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Watmel Plant."
158,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
158,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
158,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
158,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
159,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow DURIN."
159,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow DURIN."
159,7,9,"Can be ground up into a powder as
an ingredient for medicine."
159,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Durin Plant."
159,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Durin Plant."
159,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
159,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
159,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
159,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
160,5,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow BELUE."
160,6,9,"POKéBLOCK ingredient.
Plant in loamy soil
to grow BELUE."
160,7,9,"Can be ground up into a powder as
an ingredient for medicine."
160,8,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Belue Plant."
160,9,9,"A Poffin ingredient.
Bury it in soft soil to grow a
Belue Plant."
160,10,9,"In the Sinnoh region, they like to make
sweets known as Poffins with this Berry
and feed them to their Pokémon."
160,11,5,"Baie très rare à Unys.
Les amateurs en donnent un bon prix."
160,11,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
160,14,9,"A Berry which is very rare in the
Unova region.
A maniac will buy it for a high price."
161,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Fire-type attack."
161,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Fire-type attack."
161,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Fire-type attack."
161,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Feu."
161,11,9,"Weakens a supereffective Fire-type
attack against the holding Pokémon."
161,14,9,"Weakens a supereffective Fire-type
attack against the holding Pokémon."
161,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Fire-type attack."
162,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Water-type attack."
162,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Water-type attack."
162,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Water-type attack."
162,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Eau."
162,11,9,"Weakens a supereffective Water-type
attack against the holding Pokémon."
162,14,9,"Weakens a supereffective Water-type
attack against the holding Pokémon."
163,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Electric-type attack."
163,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Electric-type attack."
163,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Electric-type attack."
163,11,5,"Tenue, cette Baie affaiblit une
attaque ennemie super efficace
de type Électrik."
163,11,9,"Weakens a supereffective Electric-type
attack against the holding Pokémon."
163,14,9,"Weakens a supereffective Electric-type
attack against the holding Pokémon."
163,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Electric-type attack."
164,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Grass-type attack."
164,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Grass-type attack."
164,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Grass-type attack."
164,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Plante."
164,11,9,"Weakens a supereffective Grass-type
attack against the holding Pokémon."
164,14,9,"Weakens a supereffective Grass-type
attack against the holding Pokémon."
164,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Grass-type attack."
165,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ice-type attack."
165,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ice-type attack."
165,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Ice-type attack."
165,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Glace."
165,11,9,"Weakens a supereffective Ice-type
attack against the holding Pokémon."
165,14,9,"Weakens a supereffective Ice-type
attack against the holding Pokémon."
166,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Fighting-type attack."
166,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Fighting-type attack."
166,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Fighting-type attack."
166,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Combat."
166,11,9,"Weakens a supereffective Fighting-type
attack against the holding Pokémon."
166,14,9,"Weakens a supereffective Fighting-type
attack against the holding Pokémon."
166,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Fighting-type attack.
"
167,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Poison-type attack."
167,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Poison-type attack."
167,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Poison-type attack."
167,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Poison."
167,11,9,"Weakens a supereffective Poison-type
attack against the holding Pokémon."
167,14,9,"Weakens a supereffective Poison-type
attack against the holding Pokémon."
167,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Poison-type attack."
168,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ground-type attack."
168,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ground-type attack."
168,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Ground-type attack."
168,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Sol."
168,11,9,"Weakens a supereffective Ground-type
attack against the holding Pokémon."
168,14,9,"Weakens a supereffective Ground-type
attack against the holding Pokémon."
168,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Ground-type attack."
169,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Flying-type attack."
169,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Flying-type attack."
169,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Flying-type attack."
169,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Vol."
169,11,9,"Weakens a supereffective Flying-type
attack against the holding Pokémon."
169,14,9,"Weakens a supereffective Flying-type
attack against the holding Pokémon."
170,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Psychic-type attack."
170,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Psychic-type attack."
170,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Psychic-type attack."
170,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Psy."
170,11,9,"Weakens a supereffective Psychic-type
attack against the holding Pokémon."
170,14,9,"Weakens a supereffective Psychic-type
attack against the holding Pokémon."
170,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Psychic-type attack."
171,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Bug-type attack."
171,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Bug-type attack."
171,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Bug-type attack."
171,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Insecte."
171,11,9,"Weakens a supereffective Bug-type
attack against the holding Pokémon."
171,14,9,"Weakens a supereffective Bug-type
attack against the holding Pokémon."
172,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Rock-type attack."
172,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Rock-type attack."
172,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Rock-type attack."
172,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Roche."
172,11,9,"Weakens a supereffective Rock-type
attack against the holding Pokémon."
172,14,9,"Weakens a supereffective Rock-type
attack against the holding Pokémon."
172,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Rock-type attack."
173,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ghost-type attack."
173,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Ghost-type attack."
173,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Ghost-type attack."
173,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Spectre."
173,11,9,"Weakens a supereffective Ghost-type
attack against the holding Pokémon."
173,14,9,"Weakens a supereffective Ghost-type
attack against the holding Pokémon."
173,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Ghost-type attack."
174,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
174,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
174,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Dragon-type attack."
174,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Dragon."
174,11,9,"Weakens a supereffective Dragon-type
attack against the holding Pokémon."
174,14,9,"Weakens a supereffective Dragon-type
attack against the holding Pokémon."
175,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dark-type attack."
175,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Dark-type attack."
175,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Dark-type attack."
175,11,5,"Tenue, cette Baie affaiblit une
attaque ennemie super efficace
de type Ténèbres."
175,11,9,"Weakens a supereffective Dark-type
attack against the holding Pokémon."
175,14,9,"Weakens a supereffective Dark-type
attack against the holding Pokémon."
175,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Dark-type attack."
176,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Steel-type attack."
176,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
supereffective Steel-type attack."
176,10,9,"If held by a Pokémon, it weakens a foe’s
supereffective Steel-type attack."
176,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie super efficace de type Acier."
176,11,9,"Weakens a supereffective Steel-type
attack against the holding Pokémon."
176,14,9,"Weakens a supereffective Steel-type
attack against the holding Pokémon."
176,15,9,"If held by a Pokémon, this Berry will
lessen the damage taken from one
supereffective Steel-type attack."
177,8,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
Normal-type attack."
177,9,9,"A Poffin ingredient. If held by a
Pokémon, it weakens a foe’s
Normal-type attack."
177,10,9,"If held by a Pokémon, it weakens a foe’s
Normal-type attack."
177,11,5,"Tenue, cette Baie affaiblit une attaque
ennemie de type Normal."
177,11,9,"Weakens a Normal-type attack against
the Pokémon holding this berry."
177,14,9,"Weakens a Normal-type attack against
the Pokémon holding this berry."
177,15,9,"If held by a Pokémon, this Berry 
will lessen the damage taken 
from one Normal-type attack."
178,5,9,"A hold item that
raises ATTACK in
a pinch."
178,6,9,"A hold item that
raises ATTACK in
a pinch."
178,7,9,"When held by a POKéMON, it raises
the ATTACK stat in a pinch."
178,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch."
178,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Attack stat in a pinch."
178,10,9,"If held by a Pokémon, it raises its
Attack stat in a pinch."
178,11,5,"Tenue, cette Baie monte l’Attaque
en cas de besoin."
178,11,9,"If held by a Pokémon, it raises its
Attack stat in a pinch."
178,14,9,"If held by a Pokémon, it raises its
Attack stat in a pinch."
179,5,9,"A hold item that
raises DEFENSE in
a pinch."
179,6,9,"A hold item that
raises DEFENSE in
a pinch."
179,7,9,"When held by a POKéMON, it raises
the DEFENSE stat in a pinch."
179,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Defense stat in a pinch."
179,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Defense stat in a pinch."
179,10,9,"If held by a Pokémon, it raises its
Defense stat in a pinch."
179,11,5,"Tenue, cette Baie monte la Défense
en cas de besoin."
179,11,9,"If held by a Pokémon, it raises its
Defense stat in a pinch."
179,14,9,"If held by a Pokémon, it raises its
Defense stat in a pinch."
180,5,9,"A hold item that
raises SPEED in
a pinch."
180,6,9,"A hold item that
raises SPEED in
a pinch."
180,7,9,"When held by a POKéMON, it raises
the SPEED stat in a pinch."
180,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Speed stat in a pinch."
180,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Speed stat in a pinch."
180,10,9,"If held by a Pokémon, it raises its
Speed stat in a pinch."
180,11,5,"Tenue, cette Baie monte la Vitesse
en cas de besoin."
180,11,9,"If held by a Pokémon, it raises its
Speed stat in a pinch."
180,14,9,"If held by a Pokémon, it raises its
Speed stat in a pinch."
181,5,9,"A hold item that
raises SP. ATK in
a pinch."
181,6,9,"A hold item that
raises SP. ATK in
a pinch."
181,7,9,"When held by a POKéMON, it raises
the SP. ATK stat in a pinch."
181,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Sp. Atk stat in a pinch."
181,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Sp. Atk stat in a pinch."
181,10,9,"If held by a Pokémon, it raises its
Sp. Atk stat in a pinch."
181,11,5,"Tenue, cette Baie monte l’Atq. Spé.
en cas de besoin."
181,11,9,"If held by a Pokémon, it raises its
Sp. Atk stat in a pinch."
181,14,9,"If held by a Pokémon, it raises its
Sp. Atk stat in a pinch."
182,5,9,"A hold item that
raises SP. DEF in
a pinch."
182,6,9,"A hold item that
raises SP. DEF in
a pinch."
182,7,9,"When held by a POKéMON, it raises
the SP. DEF stat in a pinch."
182,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Sp. Def stat in a pinch."
182,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
Sp. Def stat in a pinch."
182,10,9,"If held by a Pokémon, it raises its
Sp. Def stat in a pinch."
182,11,5,"Tenue, cette Baie monte la Déf. Spé.
en cas de besoin."
182,11,9,"If held by a Pokémon, it raises its
Sp. Def stat in a pinch."
182,14,9,"If held by a Pokémon, it raises its
Sp. Def stat in a pinch."
183,5,9,"A hold item that
ups the critical-
hit rate in a pinch."
183,6,9,"A hold item that
ups the critical-
hit rate in a pinch."
183,7,9,"When held by a POKéMON, it raises
the critical-hit ratio in a pinch."
183,8,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
critical-hit ratio in a pinch."
183,9,9,"A Poffin ingredient.
If held by a Pokémon, it raises its
critical-hit ratio in a pinch."
183,10,9,"If held by a Pokémon, it raises its
critical-hit ratio in a pinch."
183,11,5,"Tenue, cette Baie monte le taux de
critiques en cas de besoin."
183,11,9,"If held by a Pokémon, it raises its
critical-hit ratio in a pinch."
183,14,9,"If held by a Pokémon, it raises its
critical-hit ratio in a pinch."
184,5,9,"A hold item that
sharply boosts a
stat in a pinch."
184,6,9,"A hold item that
sharply boosts a
stat in a pinch."
184,7,9,"When held by a POKéMON, it sharply
raises one stat in a pinch."
184,8,9,"A Poffin ingredient.
If held by a Pokémon, it sharply raises
one of its stats in a pinch."
184,9,9,"A Poffin ingredient.
If held by a Pokémon, it sharply raises
one of its stats in a pinch."
184,10,9,"If held by a Pokémon, it sharply raises
one of its stats in a pinch."
184,11,5,"Tenue, cette Baie monte beaucoup une
des stats en cas de besoin."
184,11,9,"If held by a Pokémon, it sharply raises
one of its stats in a pinch."
184,14,9,"If held by a Pokémon, it sharply raises
one of its stats in a pinch."
